moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dCH2	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Activity
3.796	0.398	0.375	0.389	0.56	-2.764	-0.4735	0.5844	2.719	-2.677	-0.5075	0.4779	2.832	-2.519	-0.3889	0.6557	2.962	-0.8014	-0.3267	0.09489	2.333	-0.8752	-0.2824	-0.00824	2.433	-0.5281	-0.2057	0.153	2.545	5.143	2.344	1.5	5.143	2.344	1.5	1.722	0.5998	-0.5998	0.3497	0.6532	42.65	9.17	0	0	10.32	0	0	17.4	26.1	0	0	0	0	7.768	0.8405	0.4521	0.06848	0.1595	0.5479	0.09102	95.33	51.27	7.768	18.09	62.15	10.32	0.68	-0.68	0.5882	1	0.7972	0.06848	0.06848	0.2028	0.9315	0.1343	90.43	7.768	7.768	23	105.7	15.23	2.909	0	25.39	0	6.469	0	94.34	0	0	1.311	25.39	0	6.469	0	0	0	0	0	94.34	0	20.23	0.8631	3.807	1.761	5.255	100.2	22.18	1.167	1	0	19	1	7	6	0	6	0	0	12	0	1	19.36	0	0	0	19	0	7	0	0	19	0	2.123	13.12	5.113	4.113	4.56	4.113	3.394	2.816	3.075	2.816	1.927	1.927	0.2887	0	0.1291	0	1.894	1.316	1.575	1.316	0	0	1.307	0.8985	1.081	0.8985	0	0	0.4082	0	0.1826	0	0	0	0.6458	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.909	5.888	0	0	0.03588	0	0	0	0	0	1	1	0	1.575	-0.8591	2.971	6	1	1	2	0	0.25	0.3333	3	0	1	113.4	155.1	0	0	87.5	0	13.57	42	5	30	2.06
3.744	0.387	0.03	0.405	0.748	-2.684	-0.3865	0.2854	2.67	-2.579	-0.3075	0.2961	2.786	-2.439	-0.1984	0.4577	2.919	-0.7813	-0.331	-0.03463	2.242	-0.8111	-0.2117	-0.01536	2.339	-0.5229	-0.172	0.1287	2.464	5.143	2.344	1.5	4.443	1.967	1.219	1.249	0.4424	-0.4424	0.3015	0.6722	60.06	0	8.459	0	0	0	0	17.4	8.701	0	0	0	13.57	0	0.8746	0.3667	0.1254	0.1254	0.6333	0	94.62	39.67	13.57	13.57	68.52	0	0.57	-0.57	0.786	1	0.7964	0.1254	0.1254	0.2036	0.8746	0.07819	86.16	13.57	13.57	22.03	94.62	8.459	2.809	23.86	0	0	0	0	94.34	5.688	0	1.52	0	5.688	23.86	0	0	0	0	0	94.34	0	17.07	0.8631	3.807	1.761	5.255	98.14	20.76	1.221	1	0	17	0	7	5	0	6	0	0	10	0	1	18.03	0	0	0	17	1	7	0	0	16	0	2.153	11.89	5.113	4.113	4.444	4.036	3.394	2.816	2.911	2.707	1.927	1.811	0.2887	0	0.1021	0	1.894	1.316	1.411	1.207	0	0	1.307	0.8985	0.9461	0.8018	0	0	0.4082	0	0.1443	0	0	0	0.6642	4	0	0	0	0	0	10.46	0	0	0.4641	0	0	0	0	0	0	5.239	0	0	0	0	0	0	0	0	1	0	0	0.995	-0.7533	2.937	6	1	1	2	0	0.25	0.3333	3	0	1	108.2	147.8	13.57	0	79.04	8.459	13.57	42	5	30	2.19
3.686	0.606	0.03	0.578	0.75	-2.697	-0.2991	0.3849	2.661	-2.581	-0.2949	0.4242	2.789	-2.44	-0.118	0.5519	2.924	-0.7843	-0.3529	0.00571	2.275	-0.7777	-0.2776	0.08348	2.386	-0.5234	-0.1313	0.1762	2.515	6.125	3.111	1.8	5.401	2.687	1.527	1.814	0.5832	-0.5832	0.4228	0.4561	49.35	0	0	0	10.32	0	0	34.81	8.701	10.89	0	0	11.17	0	0.8284	0.5235	0.08916	0.1716	0.4765	0.08244	103.7	65.56	11.17	21.49	59.68	10.32	0.85	-0.85	0.4706	0.6035	0.688	0.1761	0.1761	0.312	0.8239	0.1359	86.16	22.05	22.05	39.08	103.2	17.02	3.315	0	19.4	25.6	0	0	94.34	2.757	0	1.781	0	2.757	25.6	0	0	19.4	0	0	94.34	0	32.59	0.8113	4	2.06	5.642	113.2	27.15	1.429	2	0	19	1	8	5	0	6	0	0	11	1	1	19.8	0	0	0	19	1	8	0	0	18	0	2.153	12.03	5.82	4.113	4.93	4.036	3.932	2.816	3.131	2.707	1.927	1.811	0.2041	0	0.1118	0	2.302	1.316	1.572	1.207	0	0	1.595	0.8985	1.06	0.8018	0	0	0.4928	0	0.2081	0	0	0	0.6925	5	0	0	0	0	0	0	0	3.164	0.9826	0	0	0	0	0	8.279	5.741	0	0	0	0	0	0	0	0	2	1	0	1.241	-0.5685	3.272	7	1	1	2	0	0.4	0.6667	3	0	1	125.2	163.4	10.89	0	79.04	6.7	27.85	64	7	34	2.74
9.068	1.204	0.03	0.807	1.391	-2.57	-0.3971	0.3854	2.536	-2.501	-0.28	0.4888	2.639	-2.333	-0.2126	0.5715	2.773	-0.7858	-0.3707	-0.03881	2.435	-0.8355	-0.2261	0.06212	2.49	-0.529	-0.1571	0.1099	2.681	18.05	10.69	6.549	14.45	8.45	5.13	6.106	1.656	-1.656	0.1779	0.1881	59.72	68.44	0	0	0	29.42	0	41.91	79.41	0	0	0	27.13	5.008	0.8021	0.4934	0.1033	0.1979	0.5066	0.09458	249.5	153.5	32.14	61.56	157.6	29.42	2.6	-2.6	0.2438	0.2192	0.7059	0.2609	0.1033	0.2941	0.7391	0.1907	219.6	81.16	32.14	91.46	229.9	59.32	7.682	69.72	0	0	6.371	0	146	57.34	66.65	3.6	0	15.49	22	41.85	54.1	0	0	70.57	75.47	66.65	52.6	0.469	5.322	3.341	8.337	278.3	56.37	1.342	2	6	42	0	20	14	0	16	0	0	22	0	4	46.04	8	0.4	6	42	2	20	10	0.5	34	0	2.44	29.8	14.79	11.38	12.19	10.55	9.702	6.731	7.135	5.742	4.319	3.253	0.7436	0.2722	0.2277	0.1443	5.863	2.582	2.829	1.634	0	0	4.462	1.188	1.613	0.4831	0	0	1.945	0.542	0.5054	0.2388	0	0	0.7014	13	6.591	0	0	0.5372	0	23.89	0	0	-0.9417	0	4.041	0	0	0	0	4.273	0	10.28	0	0	0	0	0	0	4	0	0	4.58	-4.237	7.948	6	1	1	8	0	0.4615	0.8571	7	0	1	311	396.8	27.13	0	233.8	34.42	27.13	912	26	88	5.33
7.94	0.572	0.03	0.763	0.989	-2.6	-0.2299	0.05658	2.603	-2.543	-0.08954	0.123	2.689	-2.368	0.04735	0.1057	2.833	-0.786	-0.3725	-0.1034	2.457	-0.8475	-0.2651	-0.037	2.515	-0.5318	-0.1311	-0.0543	2.665	18	13.43	13.29	16.19	12	11.82	10.8	1.544	-1.544	0.1698	0.2042	111.2	46.96	0	0	0	29.42	0	34.81	54.9	0	0	0	27.13	5.008	0.8011	0.3937	0.1039	0.1989	0.6063	0.09506	247.9	121.8	32.14	61.56	187.6	29.42	2	-2	0.3295	0.285	0.7045	0.1039	0.1039	0.2955	0.8961	0.1917	218	32.14	32.14	91.46	277.3	59.32	7.02	69.72	0	0	0	0	150.9	57.34	66.65	3.233	0	15.49	69.72	41.85	0	0	0	0	150.9	66.65	52.6	0.4845	5.087	3.642	7.973	258.4	56.7	1.289	2	0	44	0	18	12	0	14	0	0	26	0	4	45.18	11	0.6471	0	43	2	17	13	0.7647	41	0	3.271	34.17	13.64	10.23	11.7	10.07	8.702	5.731	7.015	5.621	2.992	2.914	0.5774	0	0.1179	0	4.245	1.365	2.534	1.311	0	0	2.76	0.2887	1.344	0.25	0	0	0.8165	0	0.1667	0	0	0	0.6806	15	0	0	0	0	0	22.47	0	0	-0.3281	0	4.107	0	0	0	0	7.057	0	10.03	0	0	0	0	0	0	4	0	0	3.682	-2.663	7.305	0	1	0	11	1	0.4667	0.875	8	1	0	309.5	379.6	27.13	0	229.4	34.42	27.13	859	17	70	4.85
1.856	0.277	0.03	0.057	0.391	-1.966	-0.08019	0.03182	2.039	-1.936	0.2134	0.5911	2.151	-1.704	0.1853	0.505	2.326	-0.6367	-0.2392	-0.1272	1.186	-0.7216	0.04697	0.4246	1.436	-0.415	0.0278	0.3475	1.509	3	2	0	8.291	10.64	0	29.41	0.2165	-0.2165	0.4481	0.5	0	21.85	0	0	0	0	0	0	0	59.16	0	0	0	0	1	0.7303	0	0	0.2697	0	81.02	59.16	0	0	21.85	0	0.58	-0.58	1	0.5	0.1053	0.7303	0.7303	0.8947	0.2697	0.1645	8.531	59.16	59.16	72.49	21.85	13.32	1.657	0	0	0	0	0	0	19.5	78.3	1.421	0	0	0	19.5	0	0	0	0	0	78.3	0	0.9911	2	0.9183	2.5	84.93	7.61	1.522	0	0	5	0	3	2	0	1	2	0	2	0	0	7.454	0	0	0	4	0	2	0	0	4	0	1.633	3.026	2.707	0.7071	2.975	0.7071	1.414	0	1.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.209	2	0	0	0	0	0	0	0	0	0	0	0	9.528	0	0	0	0.1944	0	0	0	0	0	0	0	0	0	0	0	1.304	-0.8266	1.63	0	1	0	0	0	0.5	1	1	1	0	81.02	70.24	0	0	59.16	20.43	0	4	0	6	2.42
5	0.876	0.03	0.159	0.621	-2.602	-0.5637	0.6106	2.849	-2.531	-0.4814	0.7094	2.937	-2.347	-0.44	0.7532	3.116	-0.7944	-0.3967	0.05027	2.606	-0.7402	-0.311	0.1341	2.712	-0.5352	-0.2396	0.1571	2.858	5.625	1.778	0.6145	4.734	1.464	0.4973	0.6933	0.4821	-0.4821	0.1187	0.1812	34.12	17.06	0	0	0	0	0	17.4	49.02	0	0	0	0	0	1	0.5648	0	0	0.4352	0	117.6	66.42	0	0	51.18	0	1.153	-1.153	0.1301	0.25	0.5832	0.4168	0.4168	0.4168	0.5832	0	68.59	49.02	49.02	49.02	68.59	0	4.147	0	0	17.64	0	0	108.3	0	0	2.385	0	0	0	0	17.64	0	0	70.57	37.74	0	0	0.795	4.585	1.872	6.354	132.2	21.87	0.994	0	0	22	0	10	10	0	10	0	0	12	0	0	25.6	0	0	0	24	2	12	0	0	22	0	1.931	13.12	6.552	6.552	6.033	6.033	4.949	4.949	4.3	4.3	4.592	3.853	0.6055	0.6055	0.5194	0.5194	4.35	4.35	3.455	3.455	0	0	2.761	2.761	2.03	2.03	0	0	1.783	1.783	1.406	1.406	4	4	0.6459	4	0	0	0	0	0	0	9.695	0	0	0	0	0	0	0	0	2.815	0	0	3.823	0	0	0	0	0	0	0	0	2.883	-2.359	4.125	12	1	3	0	0	0.25	0.3333	3	0	3	117.6	204.7	0	0	103.7	0	0	98	10	60	3.63
7.072	1.204	0.03	0.807	1.391	-2.382	-0.3973	0.3854	2.386	-2.404	-0.2802	0.4889	2.385	-2.152	-0.2127	0.5718	2.63	-0.7622	-0.3803	-0.03881	2.275	-0.8354	-0.2265	0.06213	2.311	-0.5144	-0.1571	0.11	2.537	14.06	7.35	4.077	10.59	5.423	2.961	3.591	1.442	-1.442	0.2043	0.2162	25.59	68.44	0	0	0	29.42	0	62.01	24.51	0	0	0	27.13	5.008	0.7457	0.4901	0.1328	0.2543	0.5099	0.1215	180.6	118.7	32.14	61.56	123.5	29.42	2.6	-2.6	0.2438	0.2192	0.6222	0.3352	0.1328	0.3778	0.6648	0.245	150.6	81.16	32.14	91.46	160.9	59.32	5.836	69.72	0	0	6.371	0	70.57	57.34	66.65	2.04	0	15.49	22	41.85	54.1	0	0	70.57	0	66.65	52.6	0.5436	5	2.854	7.716	222.2	42.88	1.429	2	6	30	0	16	10	0	12	0	0	14	0	4	33.66	4	0.25	6	30	2	16	6	0.375	22	0	2.572	21.05	11.97	8.552	9.357	7.724	7.702	4.731	5.135	3.742	2.612	1.546	0.7436	0.2722	0.2277	0.1443	4.825	1.875	1.918	0.9271	0	0	3.94	1.188	1.257	0.4831	0	0	1.945	0.542	0.5054	0.2388	0	0	0.743	9	6.443	0	0	0.4774	0	23.09	0	0	-1.016	0	3.426	0	0	0	0	0.5476	0	9.7	0	0	0	0	0	0	4	0	0	2.468	-2.803	6.073	6	1	1	4	0	0.4444	0.8	5	0	1	242.1	299.1	27.13	0	170.6	34.42	27.13	446	22	72	4.12
5.944	0.572	0.03	0.763	0.989	-2.574	-0.2304	0.0563	2.592	-2.514	-0.08966	0.123	2.683	-2.347	0.04734	0.1057	2.819	-0.7713	-0.3826	-0.1037	2.324	-0.8474	-0.2689	-0.037	2.368	-0.5275	-0.1314	-0.0543	2.531	14	9.551	9.373	12.19	8.222	7.998	7.16	1.33	-1.33	0.1971	0.2372	77.12	46.96	0	0	0	29.42	0	54.9	0	0	0	0	27.13	5.008	0.7441	0.3619	0.1336	0.2559	0.6381	0.1223	179	87.04	32.14	61.56	153.5	29.42	2	-2	0.3295	0.285	0.6198	0.1336	0.1336	0.3802	0.8664	0.2466	149.1	32.14	32.14	91.46	208.4	59.32	5.173	69.72	0	0	0	0	75.47	57.34	66.65	1.673	0	15.49	69.72	41.85	0	0	0	0	75.47	66.65	52.6	0.5647	4.7	3.231	7.247	202.2	43.72	1.366	2	0	32	0	14	8	0	10	0	0	18	0	4	32.81	7	0.5385	0	31	2	13	9	0.6923	29	0	3.203	25.43	10.81	7.397	8.876	7.243	6.702	3.731	5.015	3.621	1.284	1.207	0.5774	0	0.1179	0	3.207	0.6582	1.622	0.6036	0	0	2.26	0.2887	1.005	0.25	0	0	0.8165	0	0.1667	0	0	0	0.7175	11	0	0	0	0	0	21.75	0	0	-0.3956	0	3.549	0	0	0	0	2.948	0	9.483	0	0	0	0	0	0	4	0	0	1.57	-1.229	5.438	0	1	0	7	0	0.4545	0.8333	6	1	0	240.5	281.9	27.13	0	166.2	34.42	27.13	401	13	54	4.05
2.338	0.178	0.117	0.626	0.392	-2.57	0.02419	0.04213	2.457	-2.695	0.123	0.123	2.428	-2.291	0.1057	0.1057	2.727	-0.8542	-0.1358	-0.1179	1.957	-1.152	-0.037	-0.037	1.956	-0.5164	-0.0543	-0.0543	2.183	5	4	4	5	4	4	4	0.4356	-0.4356	0.2799	0.7266	42.65	0	8.619	0	0	0	0	26.38	37.5	0	0	0	0	0.1369	0.9988	0.5553	0.001187	0.001187	0.4447	0	115.2	64.02	0.1369	0.1369	51.27	0	0.9	-0.9	0.4	1	0.6952	0.001187	0.001187	0.3048	0.9988	0.3036	80.15	0.1369	0.1369	35.14	115.2	35	2.422	0	0	18.01	0	0	0	36.88	66.65	0.6158	18.01	0	0	36.88	0	0	0	0	0	66.65	12.03	0.9044	3	1.846	4.146	73.14	17.95	1.122	1	0	16	1	5	4	0	4	0	0	11	1	0	15.47	2	0.5	0	15	0	4	2	0.5	15	0	2.191	12.69	4.121	3.414	3.914	3.414	2.414	1.414	2.121	1.414	0	0	0	0	0	0	0.7071	0	0.5	0	0	0	0.3536	0	0.25	0	0	0	0	0	0	0	0	0	0.5718	4	0	0	0	0	0	0	0	0	0	0	4.201	0	0	0	0	2.188	3.111	0	0	0	0	0	0	0	1	1	0	0.581	-0.0119	2.393	0	1	0	2	0	0.5	1	2	0	0	115.3	127.9	0	0	99.42	0	5.683	20	2	14	1.93
3.686	0.442	0.542	0.896	0.822	-2.493	-0.5234	0.5337	2.468	-2.604	-0.543	0.4294	2.349	-2.263	-0.3624	0.6062	2.681	-0.8068	-0.3769	0.1072	1.958	-0.91	-0.4266	-0.01332	1.877	-0.5194	-0.2206	0.1493	2.149	7	6	6	7	6	6	6	1.161	-1.161	0.1805	0.3384	0	93.93	0	0	20.65	0	0	0	0	0	0	0	0	18.04	0.7083	0.136	0.136	0.2917	0.864	0.1557	93.93	18.04	18.04	38.69	114.6	20.65	1.92	-1.92	0.2083	0.3542	0.2573	0.136	0.136	0.7427	0.864	0.6067	34.12	18.04	18.04	98.49	114.6	80.45	2.499	11	50.77	0	0	0	0	83.71	0	-1.012	50.77	0	11	83.71	0	0	0	0	0	0	49.69	0.8031	3.585	2.398	5.169	106.1	23.51	1.383	3	0	17	2	7	4	0	4	0	0	10	0	3	16.11	4	0.6667	0	16	0	6	4	0.6667	16	0	2.447	12.85	5.536	2.828	4.131	2.828	3.414	1	2.21	1	0	0	0	0	0	0	1.207	0	0.4712	0	0	0	0.6768	0	0.2312	0	0	0	0	0	0	0	0	0	0.7617	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.17	0.6956	0	4.632	0	0	0	0	0	0	3	2	0	-1.18	0.6719	2.592	0	1	0	4	0	0.5	1	3	0	0	132.6	139.3	2.504	0	88.23	0	29.64	56	4	22	0.15
2.13	0.054	0.03	0.296	0.312	-2.488	-0.03627	0.05569	2.425	-2.48	0.09095	0.123	2.445	-2.245	0.1057	0.1062	2.657	-0.8197	-0.1994	-0.1043	1.882	-0.8285	-0.08945	-0.037	1.924	-0.5204	-0.06963	-0.0543	2.084	5	4	4	5	4	4	4	0.4634	-0.4634	0.1202	0.8206	55.49	17.06	0	0	0	0	0	37.5	0	0	0	0	0	2.504	0.9778	0.3554	0.02224	0.02224	0.6446	0	110.1	40	2.504	2.504	72.56	0	0.56	-0.56	0.5	1	0.7121	0.02224	0.02224	0.2879	0.9778	0.2657	80.15	2.504	2.504	32.41	110.1	29.9	2.217	11	0	0	0	0	0	41.85	66.65	1.043	0	0	11	41.85	0	0	0	0	0	66.65	9.23	0.9044	3	1.846	4.146	74.12	17.38	1.159	1	0	15	0	5	4	0	4	0	0	10	0	1	14.51	2	0.5	0	14	0	4	2	0.5	14	0	2.191	12.85	4.121	3.414	3.822	3.414	2.414	1.414	1.992	1.414	0	0	0	0	0	0	0.7071	0	0.4082	0	0	0	0.3536	0	0.2041	0	0	0	0	0	0	0	0	0	0.6062	4	0	0	0	0	0	0	0	0	0	0	3.979	0	0	0	0	1.688	0	4.833	0	0	0	0	0	0	1	0	0	0.89	-0.3876	2.283	0	1	0	2	0	0.5	1	2	0	0	112.6	122.3	2.504	0	102.9	0	2.504	20	2	14	1.46
4.447	0.572	0.03	0.763	0.989	-2.406	-0.23	0.0563	2.456	-2.463	-0.08983	0.123	2.402	-2.183	0.04732	0.1057	2.667	-0.767	-0.3828	-0.1037	2.078	-0.8497	-0.2694	-0.037	2.031	-0.5152	-0.1317	-0.0543	2.28	11	6.694	6.4	9.189	5.482	5.147	4.579	1.241	-1.241	0.219	0.2539	34.12	46.96	8.701	0	0	29.42	0	37.5	0	0	0	0	27.13	5.008	0.674	0.3688	0.1702	0.326	0.6312	0.1558	127.3	69.64	32.14	61.56	119.2	29.42	2	-2	0.3295	0.285	0.5157	0.1702	0.1702	0.4843	0.8298	0.3141	97.38	32.14	32.14	91.46	156.7	59.32	3.788	69.72	0	0	0	0	18.87	57.34	66.65	0.5027	0	15.49	69.72	41.85	0	0	0	0	18.87	66.65	52.6	0.6468	4.322	2.748	6.567	160.2	33.37	1.451	2	0	23	0	11	5	0	7	0	0	12	0	4	23.53	4	0.4	0	22	2	10	6	0.6	20	0	3.346	18.87	8.69	5.276	6.754	5.121	5.202	2.231	3.515	2.121	0.2357	0.1768	0.5774	0	0.1179	0	2.368	0	0.8993	0	0	0	1.908	0	0.5419	0	0	0	0.7416	0	0.1423	0	0	0	0.7679	8	0	0	0	0	0	21.21	0	0	-1.072	0	3.367	0	0	0	0	0.2898	0	9.038	0	0	0	0	0	0	4	0	0	0.598	-0.9432	4.028	0	1	0	4	0	0.5	1	4	1	0	188.8	208.6	27.13	0	118.7	34.42	27.13	184	10	42	4.01
7.94	0.572	0.03	0.763	0.989	-2.6	-0.2299	0.05658	2.603	-2.543	-0.08954	0.123	2.689	-2.368	0.04735	0.1057	2.833	-0.786	-0.3725	-0.1034	2.457	-0.8475	-0.2651	-0.037	2.515	-0.5318	-0.1311	-0.0543	2.665	18	13.43	13.29	16.19	12	11.82	10.8	1.544	-1.544	0.1698	0.2042	111.2	46.96	0	0	0	29.42	0	34.81	54.9	0	0	0	27.13	5.008	0.8011	0.3937	0.1039	0.1989	0.6063	0.09506	247.9	121.8	32.14	61.56	187.6	29.42	2	-2	0.3295	0.285	0.7045	0.1039	0.1039	0.2955	0.8961	0.1917	218	32.14	32.14	91.46	277.3	59.32	7.02	69.72	0	0	0	0	150.9	57.34	66.65	3.233	0	15.49	69.72	41.85	0	0	0	0	150.9	66.65	52.6	0.4845	5.087	3.642	7.973	258.4	56.7	1.289	2	0	44	0	18	12	0	14	0	0	26	0	4	45.18	11	0.6471	0	43	2	17	13	0.7647	41	0	3.271	34.17	13.64	10.23	11.7	10.07	8.702	5.731	7.015	5.621	2.992	2.914	0.5774	0	0.1179	0	4.245	1.365	2.534	1.311	0	0	2.76	0.2887	1.344	0.25	0	0	0.8165	0	0.1667	0	0	0	0.6806	15	0	0	0	0	0	22.47	0	0	-0.3281	0	4.107	0	0	0	0	7.057	0	10.03	0	0	0	0	0	0	4	0	0	3.682	-2.663	7.305	0	1	0	11	1	0.4667	0.875	8	1	0	309.5	379.6	27.13	0	229.4	34.42	27.13	859	17	70	4.98
