moei3D_AM1_E	moei3D_AM1_Eele	moei3D_AM1_HF	moei3D_AM1_HOMO	moei3D_AM1_IP	moei3D_AM1_LUMO	moei3D_AM1_dipole	moei3D_ASA	moei3D_ASA.	moei3D_ASA..1	moei3D_ASA_H	moei3D_ASA_P	moei3D_CASA.	moei3D_CASA..1	moei3D_DASA	moei3D_DCASA	moei3D_E	moei3D_E_ang	moei3D_E_ele	moei3D_E_nb	moei3D_E_oop	moex3D_E_rnb	moex3D_E_rsol	moei3D_E_sol	moei3D_E_stb	moei3D_E_str	moei3D_E_strain	moei3D_E_tor	moei3D_E_vdw	moei3D_FASA.	moei3D_FASA..1	moei3D_FASA_H	moei3D_FASA_P	moei3D_FCASA.	moei3D_FCASA..1	moei3D_MNDO_E	moei3D_MNDO_Eele	moei3D_MNDO_HF	moei3D_MNDO_HOMO	moei3D_MNDO_IP	moei3D_MNDO_LUMO	moei3D_MNDO_dipole	moei3D_PM3_E	moei3D_PM3_Eele	moei3D_PM3_HF	moei3D_PM3_HOMO	moei3D_PM3_IP	moei3D_PM3_LUMO	moei3D_PM3_dipole	moei3D_VSA	moei3D_dens	moei3D_dipole	moex3D_dipoleX	moex3D_dipoleY	moex3D_dipoleZ	moei3D_glob	moei3D_pmi	moex3D_pmiX	moex3D_pmiY	moex3D_pmiZ	moei3D_rgyr	moei3D_std_dim1	moei3D_std_dim2	moei3D_std_dim3	moei3D_vol	Activity
-18810	-61530	-68.04	-10.89	10.89	3.492	1.615	223.8	26.81	20.49	176.5	47.29	18.23	13.93	6.321	4.298	1.765	0.2888	-5.329e-15	2.71	0	0	0	-4.97	-0.0455	0.3947	0.7397	-1.583	2.71	0.1198	0.09155	0.7886	0.2114	0.08146	0.06226	-18920	-61430	-65.41	-11.21	11.21	3.307	1.435	-17830	-60440	-63.95	-11.04	11.04	3.276	1.526	96.78	0.8149	0.4616	0.1935	0.2528	0.3344	0.2732	113.4	42.59	50.13	20.7	1.374	1.274	1.002	0.666	73.75	0.78
-43320	-261500	-101.1	-10.56	10.56	3.31	1.485	364.5	25.7	14.67	324.1	40.37	17.48	9.979	11.02	7.497	29.13	0.7435	0	30.96	0	0	0	-3.452	-0.3006	1.563	11.17	-3.834	30.96	0.0705	0.04026	0.8892	0.1108	0.04794	0.02737	-43500	-257600	-77.53	-10.99	10.99	2.919	1.328	-41250	-258600	-90.73	-10.77	10.77	3.074	1.439	200.5	0.8522	0.4622	0.3891	-0.2494	-0.0036	0.1787	907.5	307.7	293.5	306.3	2.41	2.287	1.315	0.9668	183.4	3.92
-30600	-128500	-29.83	-9.012	9.012	0.3982	1.53	290.2	134	99.69	241.2	48.94	171	127.2	34.34	43.81	16.1	1.012	-2.632	14.88	3.314e-06	0	0	-7.588	-0.3024	0.5963	1.107	-0.08472	17.51	0.4619	0.3436	0.8313	0.1687	0.5894	0.4384	-30690	-128300	-34.16	-8.868	8.868	0.1663	1.147	-28740	-125700	-30.99	-9.077	9.077	0.3015	1.411	137.8	0.9174	0.4753	-0.4494	-0.1547	0.003271	0.02883	411	169.1	240.3	1.611	1.95	1.852	1.467	0.3145	117.9	3.29
-36220	-127900	8.192	-9.681	9.681	-0.1579	1.233	296.9	88.36	208.5	296.9	0	84.29	198.9	120.2	114.6	12.75	0.2194	-2.63	12.1	1.077e-05	0	0	-1.334	0.1259	0.2993	0.5418	8.115e-05	14.73	0.2976	0.7024	1	0	0.2839	0.6701	-35340	-126200	6.562	-9.892	9.892	-0.5349	1.761	-32410	-123400	10.19	-9.42	9.42	-0.1906	0.8793	144.6	1.194	0.4699	0.41	-0.2294	-0.005163	5.789e-08	772.8	277	495.8	0.0207	2.293	1.567	1.466	0.000377	123.1	4.27
-33980	-180900	-4.657	-9.254	9.254	0.5409	0.2249	355.1	79.36	58.36	355.1	0	70.39	51.77	21	18.62	20.77	0.3866	1.672	23.86	1.031e-05	0	0	-1.59	-0.1042	0.7903	1.628	-4.155	22.19	0.2235	0.1643	1	0	0.1982	0.1458	-34070	-179600	-3.684	-9.24	9.24	0.2114	0.03536	-32310	-178000	-4.508	-9.407	9.407	0.3847	0.1985	188.1	0.8241	0.05346	-0.04665	0.02612	0.0004895	0.1037	777.6	262.8	444.1	70.76	2.407	2.466	1.404	0.7941	162.9	4.51
-11620	-24670	-57.03	-11.13	11.13	3.778	1.621	162.6	67.67	26.78	68.13	94.45	46.02	18.21	40.9	27.81	0.8273	0.09484	3.553e-15	0.1164	0	0	0	-5.765	0.03602	0.09962	0.1587	0.4804	0.1164	0.4163	0.1647	0.419	0.581	0.2831	0.112	-11700	-24900	-57.35	-11.42	11.42	3.79	1.479	-10930	-24160	-51.88	-11.14	11.14	3.508	1.487	59.13	0.8602	0.4617	-0.3429	0.2757	0.1398	0.3016	22.85	2.279	18.86	1.71	0.8445	0.9355	0.5389	0.5138	37.25	0.05
-48320	-221500	-28.45	-10.39	10.39	-1.117	2.252	353.5	153.4	141.7	204.8	148.7	330.9	305.6	11.71	25.26	40.33	7.671	5.226	30.18	0.0006106	0	0	-10.98	0.5404	2.237	6.651	-0.3066	24.96	0.434	0.4008	0.5794	0.4206	0.9361	0.8647	-48430	-220200	-28.52	-10.18	10.18	-0.9685	2.503	-44330	-215600	-22.03	-10.4	10.4	-1.154	2.642	181.2	1.026	0.6972	-0.4107	0.5634	0.008267	0.01049	1304	147.9	1154	1.643	2.844	2.818	1.244	0.2886	157.1	3.54
-49240	-212800	-67.24	-9.947	9.947	-0.6914	1.433	352.8	126.5	166.9	279.5	73.24	224.8	296.7	40.43	71.85	33.71	7.826	-0.1388	24.44	0.000144	0	0	-2.415	0.6026	1.151	5.87	-0.3073	24.58	0.3586	0.4732	0.7924	0.2076	0.6372	0.8409	-48900	-210800	-67.33	-10	10	-0.6296	1.598	-45190	-207400	-64.52	-9.684	9.684	-0.6343	1.547	177.7	1.126	0.4254	0.07856	0.4181	0.003504	0.01265	1370	897	471.2	1.702	2.834	2.637	1.267	0.2965	151.5	4.15
-25550	-80620	-96.46	-11.4	11.4	1.103	1.738	234.6	73.57	37.6	150.6	84	73.57	37.6	35.97	35.97	6.088	4.815	-5.297	1.873	0.0002884	0	0	-1.979	0.06897	0.7044	6.526	-1.374	7.17	0.3137	0.1603	0.6419	0.3581	0.3137	0.1603	-25680	-80270	-92.7	-11.46	11.46	0.9194	1.706	-23890	-78740	-94.1	-11.27	11.27	1.013	1.825	103.2	0.9699	0.4222	0.3181	-0.2775	-0.002048	0.08322	170.5	69.88	97.41	3.197	1.517	1.861	0.7207	0.5367	76.38	2.27
-26810	-102400	-19.52	-10.01	10.01	0.9059	3.203	257.8	50.23	53.38	183.9	73.94	42.69	45.38	3.155	2.682	32.32	9.832	6.084	21.84	0.0004832	0	0	-9.569	0.3594	0.612	20.85	-0.3268	15.76	0.1948	0.207	0.7132	0.2868	0.1656	0.176	-26940	-101600	-23.2	-10.26	10.26	0.6062	2.942	-24620	-98880	-12.03	-10.19	10.19	0.6056	3.238	123.5	0.9123	0.9301	-0.5242	-0.7684	0.0006821	0.2317	269.6	139	103.7	26.85	1.759	1.438	1.297	0.692	95.5	2.01
-32080	-122500	-76.08	-10.48	10.48	0.04913	1.706	282.5	101.8	67.59	175	107.5	144.9	96.24	34.2	48.69	17.64	6.828	-2.824	10.61	0.0004511	0	0	-1.63	-0.01382	0.6837	8.749	-0.474	13.44	0.3603	0.2392	0.6195	0.3805	0.5129	0.3406	-32210	-121700	-73.08	-10.47	10.47	-0.05127	1.657	-30050	-119900	-75.12	-10.53	10.53	-0.02861	1.798	135.2	0.9412	0.5076	0.446	-0.2425	-0.002696	0.04823	357.5	103.8	250.6	3.202	1.89	2.092	1.189	0.4595	106.4	2.5
-25980	-111900	-64.84	-10.43	10.43	2.989	1.367	271.8	27.06	9.154	235.6	36.21	15.15	5.126	17.9	10.03	23.28	1.592	3.553e-15	17.63	0	0	0	-0.5786	0.1017	0.5445	6.207	3.417	17.63	0.09955	0.03368	0.8668	0.1332	0.05575	0.01886	-26110	-111000	-54.56	-10.79	10.79	3.123	1.217	-24720	-110200	-64.43	-10.61	10.61	2.946	1.326	131.7	0.8014	0.4359	0.1826	0.2383	0.3161	0.4206	238.8	62.46	103.9	72.53	1.646	1.5	1.098	0.9728	110	2.12
-26800	-124200	6.861	-9.179	9.179	0.52	0.206	305.1	115.4	77.45	305.1	0	102.3	68.69	37.94	33.65	21.17	0.06985	1.672	20.87	1.031e-05	0	0	-2.349	-0.08894	0.4826	1.295	-0.1661	19.2	0.3782	0.2539	1	0	0.3355	0.2252	-26860	-123700	5.93	-9.229	9.229	0.1888	0.06848	-25420	-121700	4.808	-9.293	9.293	0.381	0.2146	148.9	0.8238	0.05346	-0.04665	0.02612	0.0004895	0.0418	416.5	169.7	243.6	3.211	1.981	2.052	1.446	0.4196	128.9	3.82
-36810	-189900	-1.012	-9.249	9.249	2.605	2.348	324.4	105.8	30.83	187.8	136.6	285.7	83.24	74.99	202.5	45.95	2.248	32.37	58.36	0	0	0	-9.897	0.516	1.327	10.87	-16.5	25.99	0.3262	0.09503	0.5788	0.4212	0.8807	0.2566	-36950	-188800	4.695	-9.605	9.605	2.34	2.842	-32970	-184100	-5.748	-9.25	9.25	2.148	2.512	168.2	0.8949	0.6673	-0.07785	-0.3359	0.5713	0.1206	700.4	196.6	290.9	212.9	2.328	2.171	1.227	0.7539	144.4	1.82
-32050	-156700	40.58	-8.711	8.711	-0.2653	0	318.1	159.3	147.7	318.1	0	191.2	177.2	11.66	14	33.31	0.2641	2.542	30.31	0.0001157	0	0	-3.899	-0.0297	2.76	2.151	0.008857	27.76	0.5009	0.4643	1	0	0.6011	0.5571	-32070	-156100	38.33	-8.574	8.574	-0.3318	0	-30150	-153100	40.67	-8.835	8.835	-0.4076	0	151.9	0.9147	0.0009124	0.00015	-2.22e-16	9e-04	5.103e-06	558.1	397.8	160.3	0.05726	2.087	2.102	1.518	0.004748	140.1	4.32
-36330	-154000	-115.8	-11.17	11.17	1.154	1.846	331.2	44.48	34.25	279.2	52.02	44.48	34.25	10.23	10.23	2.056	5.155	-5.298	2.218	7.563e-06	0	0	-1.115	0.08015	1.173	5.253	-6.57	7.516	0.1343	0.1034	0.8429	0.1571	0.1343	0.1034	-36510	-152700	-108.4	-11.39	11.39	0.9504	1.889	-34230	-151200	-109.4	-11.25	11.25	1.048	1.897	160.7	0.8953	0.4214	-0.3952	0.1461	0.004458	0.04887	779.8	302.7	469.3	7.845	2.591	2.821	0.8879	0.6235	129.8	3.81
-20100	-79400	-28.92	-9.82	9.82	3.637	1.558	268.7	57.69	19.35	191.6	77.04	57.11	19.15	38.34	37.96	-5.219	0.4771	-1.155e-14	4.376	0	0	0	-4.357	-0.05517	0.6489	0.8018	-10.67	4.376	0.2147	0.07202	0.7132	0.2868	0.2126	0.0713	-20200	-78990	-22.9	-10.46	10.46	3.205	1.519	-18600	-77400	-23.3	-9.492	9.492	3.047	1.442	124.4	0.7619	0.3679	-0.3384	-0.1443	0.00216	0.1322	269.4	91.27	170.5	7.595	1.919	1.887	0.8742	0.6861	96	2.44
-43520	-210900	-128.7	-11.15	11.15	1.201	1.773	393.9	21.57	26.44	351.5	42.43	21.57	26.44	4.869	4.869	1.977	5.535	-5.297	6.63	1.736e-06	0	0	-0.2217	0.0438	1.464	6.723	-11.7	11.93	0.05475	0.06711	0.8923	0.1077	0.05475	0.06711	-43720	-208700	-117.5	-11.33	11.33	0.9874	1.795	-41130	-207400	-119.2	-11.17	11.17	1.083	1.821	204.7	0.8909	0.4218	-0.3176	0.2775	0.004608	0.032	1442	325.2	1106	10.94	3.162	3.611	0.8924	0.646	161.9	4.09
-41360	-211600	-35.06	-8.958	8.958	0.511	1.279	385.9	109.2	95.14	375.8	10.12	121.4	105.8	14.01	15.59	26.57	5.275	-0.7812	26.95	0.0002903	0	0	-1.557	-0.3998	0.8526	4.722	-6.113	27.74	0.2829	0.2465	0.9738	0.02624	0.3147	0.2743	-41490	-209900	-32.32	-8.806	8.806	0.3153	1.057	-39070	-207800	-29.71	-9.077	9.077	0.3638	1.119	200	0.8876	0.3688	-0.3578	0.08944	0.00305	0.02366	1359	216.1	1137	6.258	3.008	3.236	1.152	0.4978	169.2	4.42
-41660	-234900	-69.32	-9.815	9.815	3.454	1.573	446.4	56.53	17.26	372.6	73.79	55.97	17.08	39.28	38.88	-5.607	0.9958	-7.105e-15	12.71	0	0	0	-2.818	-0.187	1.531	1.528	-20.66	12.71	0.1266	0.03865	0.8347	0.1653	0.1254	0.03827	-41850	-232000	-51.16	-10.46	10.46	3.047	1.534	-39290	-231100	-55.81	-9.5	9.5	2.966	1.458	242.2	0.7821	0.3675	-0.0135	-0.3672	-0.00171	0.02975	2596	847.6	1732	16.89	4.063	4.069	0.9086	0.7019	201.1	5.18
-48850	-294600	-83.69	-9.815	9.815	3.434	1.574	513.5	57.69	19.35	436.5	77.04	57.11	19.15	38.34	37.96	-5.725	1.164	5.329e-14	15.49	0	-3.553e-15	-3.553e-15	-2.307	-0.2309	1.842	1.784	-23.99	15.49	0.1123	0.03768	0.85	0.15	0.1112	0.0373	-49060	-290500	-60.58	-10.46	10.46	3.027	1.536	-46190	-290100	-66.65	-9.501	9.501	2.958	1.459	282	0.7817	0.3675	-0.338	-0.1443	0.00216	0.02157	4237	1371	2846	19.99	4.781	4.793	0.9127	0.7039	237.1	6.26
-35480	-181600	10.43	-8.33	8.33	0.6577	1.472	357.7	113	73.52	334.2	23.53	182.2	118.6	39.48	63.66	26.76	5.101	-4.668	20.02	0.0002562	0	0	-5.763	0.0463	0.7298	3.32	0.8666	24.68	0.3159	0.2055	0.9342	0.06577	0.5094	0.3314	-35570	-180900	11.12	-8.936	8.936	0.2121	1.033	-32960	-177400	5.496	-8.468	8.468	0.4356	1.153	182	0.8504	0.1596	-0.09274	0.1299	0.0004048	0.02688	869.9	373.4	491.7	4.797	2.536	2.759	1.361	0.4523	159	3.44
-30880	-152000	-49.46	-9.814	9.814	3.512	1.564	356.6	56.53	17.26	282.8	73.79	55.97	17.08	39.28	38.88	-5.415	0.7371	1.066e-14	8.542	0	0	0	-3.585	-0.1214	1.089	1.161	-15.66	8.542	0.1585	0.04838	0.7931	0.2069	0.1569	0.0479	-31020	-150500	-37.03	-10.46	10.46	3.111	1.532	-28950	-149100	-39.55	-9.498	9.498	2.99	1.454	183.5	0.7779	0.3675	0.0135	0.3672	0.00171	0.0545	1029	373.7	642.8	12.24	2.988	2.985	0.8896	0.6969	148.1	3.72
-36350	-152200	-129.6	-11.38	11.38	1.03	1.866	320.5	52.34	50.31	223.6	96.9	63.85	61.38	2.03	2.476	-7.743	3.9	-12.74	-4.951	5.036e-06	0	0	-6.148	0.1358	1.092	4.796	-7.921	7.786	0.1633	0.157	0.6976	0.3024	0.1992	0.1915	-36520	-150900	-119.5	-11.49	11.49	0.8929	1.639	-34240	-149400	-122.6	-11.36	11.36	0.965	1.799	158.1	0.9093	0.3292	-0.1733	0.2798	0.00277	0.05883	811.3	346.2	457.3	7.8	2.643	2.563	0.8786	0.6217	127.8	2.76
-43520	-208300	-129.5	-11.17	11.17	1.153	1.849	391.6	45.28	33.68	339.5	52.1	45.28	33.68	11.6	11.6	1.941	5.325	-5.3	5.003	3.483e-06	0	0	-0.605	0.03109	1.48	5.507	-9.899	10.3	0.1156	0.08599	0.867	0.133	0.1156	0.08599	-43720	-206100	-117.8	-11.39	11.39	0.9464	1.886	-41130	-204900	-120.2	-11.24	11.24	1.048	1.897	201.5	0.8701	0.4213	0.2782	-0.3164	-0.00432	0.03448	1615	486.9	1117	10.94	3.346	3.479	0.8995	0.646	165.8	4.56
-27290	-126400	-42.61	-9.815	9.815	3.545	1.566	323.7	56.53	17.26	249.9	73.79	55.97	17.08	39.28	38.88	-5.34	0.6524	-4.441e-15	7.154	0	0	0	-3.847	-0.1003	0.9519	1.05	-14	7.154	0.1747	0.05331	0.772	0.228	0.1729	0.05278	-27410	-125400	-32.32	-10.46	10.46	3.15	1.527	-25500	-123900	-34.13	-9.497	9.497	3.004	1.451	163.4	0.7762	0.3681	-0.01314	-0.3678	-0.00234	0.07033	700.1	233.8	455.6	10.69	2.63	2.618	0.8929	0.6942	130.4	3.25
-28290	-126500	24.21	-8.408	8.408	0.6642	1.483	296.9	148.3	96.25	244.1	52.78	240.1	155.8	52.06	84.29	37.26	4.949	-4.47	26.41	0.0002556	0	0	-6.85	0.06375	0.4301	14.36	5.401	30.88	0.4996	0.3242	0.8222	0.1778	0.8089	0.525	-28350	-125900	25.12	-8.518	8.518	0.4232	1.274	-26060	-122800	20.68	-8.53	8.53	0.4278	1.242	141.2	0.8939	0.2058	-0.09349	0.1834	0.0008028	0.02097	424.4	219.4	203.3	1.623	1.99	2.107	1.304	0.3051	119.9	3.03
-41000	-257100	-34.57	-8.922	8.922	2.854	0.8378	381.6	8.165	0.2353	373.2	8.4	6.614	0.1906	7.93	6.423	21.98	1.944	0	41.51	0	0	0	1.262	0.1726	1.549	16.07	-23.2	41.51	0.0214	0.0006167	0.978	0.02202	0.01733	0.0004995	-41160	-254300	-23.5	-9.316	9.316	2.505	0.6442	-38570	-253300	-39.6	-8.964	8.964	2.519	1.015	210.9	0.8298	0.3658	0.145	-0.1731	-0.2878	0.2346	929.3	251.9	556	121.4	2.446	2.211	1.444	1.071	187.1	3.86
-44800	-244200	-76.07	-9.621	9.621	1.543	3.642	409.7	47.51	27.78	351.2	58.47	58.44	34.18	19.72	24.26	-1.603	3.661	-7.951	5.562	0.0008083	0	0	-5.757	-0.006169	1.839	4.613	-12.66	13.51	0.116	0.06781	0.8573	0.1427	0.1426	0.08342	-44990	-241600	-65.74	-10.01	10.01	1.439	3.167	-41900	-239600	-77.45	-9.521	9.521	1.131	3.263	226.3	0.8449	0.9382	0.2665	-0.8995	-0.008192	0.08213	1442	355.3	703.1	383.6	3.028	3.075	1.254	0.8812	186.1	3.25
-39050	-219700	20.06	-8.158	8.158	0.7527	1.503	364.4	98.52	77.99	352.1	12.29	156.5	123.9	20.54	32.62	37.45	6.707	-3.904	33.6	0.000256	0	0	-3.521	0.187	0.8515	8.106	-3.901	37.5	0.2704	0.214	0.9663	0.03373	0.4294	0.3399	-39160	-218400	26.31	-8.205	8.205	0.534	1.329	-36400	-214300	11.38	-7.989	7.989	0.6242	1.513	199	0.8602	0.2372	0.003451	-0.2372	-0.001853	0.1387	861.2	232	559.8	69.41	2.402	2.152	1.697	0.8014	173.5	3.96
-34660	-167900	-64.36	-9.25	9.25	2.657	2.354	324.9	55.53	16.92	252.4	72.45	82.74	25.21	38.61	57.53	22.02	1.79	9.542	31.82	0	0	0	-7.551	0.3598	0.8892	7.858	-12.84	22.28	0.1709	0.05208	0.777	0.223	0.2547	0.07759	-34830	-167300	-57.05	-9.41	9.41	2.595	1.465	-32270	-164500	-67.83	-9.273	9.273	2.312	2.288	171.2	0.8484	0.7175	0.5903	-0.3546	-0.2016	0.2724	524	154.6	166.2	203.1	2.114	1.729	1.567	0.9024	138.1	1.82
-35460	-185100	26.72	-9.113	9.113	0.4917	0.9353	344.2	141.2	87.02	295.1	49.11	240.5	148.2	54.14	92.23	32.93	1.389	1.874	30.08	0.0002138	0	0	-4.405	0.1642	0.6985	5.612	0.5994	28.21	0.4101	0.2528	0.8573	0.1427	0.6985	0.4306	-35550	-183700	26.67	-9.283	9.283	0.2743	0.6028	-32950	-180600	17.53	-9.084	9.084	0.3519	1.067	180.5	0.8477	0.393	-0.05676	0.3469	-0.1757	0.103	757.5	431.4	233.5	92.62	2.367	2.372	1.273	0.7614	159.5	3.55
-31870	-155800	34.43	-8.017	8.017	0.7569	1.475	319.2	137.7	90.05	272.2	47.05	218.7	143	47.66	75.69	53.71	6.42	-3.926	42.81	0.0003108	0	0	-5.732	0.1876	0.5465	22.59	3.743	46.74	0.4314	0.2821	0.8526	0.1474	0.6851	0.448	-31950	-155400	28.93	-9.259	9.259	0.2354	0.6432	-29500	-152000	20.03	-8.443	8.443	0.4546	1.182	159.1	0.875	0.2374	-0.207	0.1162	0.001091	0.03582	547.5	339.8	204.1	3.647	2.126	2.135	1.467	0.4041	138.5	3.27
-23240	-78270	-36.89	-9.668	9.668	1.492	3.548	232.6	94.4	30.3	124.6	108	116.1	37.27	64.1	78.85	1.591	2.948	-7.95	-0.6696	0.0006609	0	0	-7.815	0.2181	0.9079	3.923	-1.814	7.281	0.4058	0.1303	0.5356	0.4644	0.4992	0.1602	-23350	-78010	-36.96	-10.14	10.14	1.379	3.057	-21210	-75430	-44.61	-9.559	9.559	1.038	3.062	108.5	0.901	0.9382	-0.6642	0.6626	0.00795	0.1504	170.4	70.41	96.75	3.202	1.527	1.325	1.204	0.5139	81.12	0.84
-47130	-234700	-150.2	-11.2	11.2	1.03	1.862	410.6	52.34	50.31	313.7	96.9	63.85	61.38	2.03	2.476	-7.922	4.173	-12.73	-0.7723	2.134e-06	0	0	-5.39	0.06026	1.532	5.177	-12.91	11.95	0.1275	0.1225	0.764	0.236	0.1555	0.1495	-47340	-232300	-133.4	-11.46	11.46	0.8983	1.768	-44590	-231000	-138.8	-11.36	11.36	0.962	1.799	217	0.884	0.3296	-0.1733	0.2803	0.003331	0.03296	2250	816.1	1421	12.45	3.77	3.593	0.9066	0.6523	179	3.18
-38070	-206300	-63.04	-9.814	9.814	3.467	1.581	420	57.69	19.35	342.9	77.04	57.11	19.15	38.34	37.96	-5.536	0.9135	-5.329e-15	11.32	0	0	0	-3.076	-0.1634	1.387	1.413	-18.99	11.32	0.1374	0.04607	0.8166	0.1834	0.136	0.04561	-38240	-203900	-45.21	-10.45	10.45	3.062	1.531	-35850	-202900	-50.25	-9.492	9.492	2.972	1.469	222.5	0.7813	0.3675	-0.338	-0.1443	0.00252	0.03568	1966	599.2	1351	15.34	3.704	3.709	0.9005	0.7006	183.4	4.82
-34480	-178600	-56.3	-9.814	9.814	3.487	1.57	391	57.69	19.35	314	77.04	57.11	19.15	38.34	37.96	-5.475	0.8236	2.309e-14	9.93	0	0	0	-3.33	-0.1399	1.24	1.288	-17.33	9.93	0.1475	0.04948	0.803	0.197	0.1461	0.04899	-34630	-176700	-41.74	-10.46	10.46	3.082	1.532	-32400	-175500	-44.97	-9.499	9.499	2.979	1.456	203.2	0.7757	0.3676	-0.338	-0.1443	0.00288	0.04367	1446	472.7	960	13.79	3.345	3.344	0.9027	0.6989	166.6	4.4
-36770	-186700	-28.07	-11.26	11.26	1.701	3.075	398.3	38.38	48.56	311.4	86.94	21.38	27.05	10.19	5.675	-1.104	0.6968	-1.332e-14	9.89	0	0	0	-6.217	-0.2275	1.879	1.813	-13.34	9.89	0.09634	0.1219	0.7817	0.2183	0.05367	0.06792	-36900	-184700	-14.32	-12.13	12.13	1.632	2.819	-34400	-183100	-13.92	-11.46	11.46	1.398	3.371	207.7	0.7974	0.9268	0.8695	0.3207	-0.006657	0.04167	1811	657.7	1141	12.44	3.606	3.311	0.9032	0.6759	174.6	4.3
-27000	-102800	-22.25	-9.114	9.114	0.3976	1.233	259.4	139.4	120	211.3	48.08	178.7	153.9	19.34	24.8	13.36	0.9893	-2.375	12.24	0.0002521	0	0	-7.869	-0.2837	0.4159	0.6259	0.0008587	14.61	0.5373	0.4627	0.8146	0.1854	0.6891	0.5934	-27070	-102700	-26.67	-8.888	8.888	0.2461	1.164	-25290	-100200	-21.67	-9.175	9.175	0.2911	1.142	117.5	0.9628	0.4238	-0.09139	-0.4138	-0.002542	1.624e-06	278.5	167.8	110.7	0.01857	1.72	1.635	1.363	0.002083	97.75	6.22
-32750	-126800	-122.8	-11.48	11.48	1.03	1.855	289.8	52.01	51.3	192.2	97.65	63.45	62.59	0.7063	0.8616	-7.612	3.849	-12.74	-6.34	1.673e-06	0	0	-6.394	0.1528	0.9761	4.742	-6.251	6.4	0.1795	0.177	0.663	0.337	0.2189	0.216	-32910	-125900	-115	-11.5	11.5	0.8924	1.639	-30800	-124300	-117.2	-11.36	11.36	0.9671	1.798	137.5	0.9338	0.3294	-0.3236	0.06178	0.003348	0.07396	522.5	162.7	353.5	6.25	2.262	2.22	0.8827	0.6036	109.4	3.12
-26000	-104200	-83.1	-10.85	10.85	3.396	1.528	289.7	41.85	22.34	225.5	64.19	28.46	15.19	19.51	13.27	-1.168	0.5722	9.77e-15	4.893	0	0	0	-4.679	-0.04748	0.6873	0.98	-7.273	4.893	0.1445	0.07711	0.7784	0.2216	0.09823	0.05244	-26140	-103600	-77.14	-11.3	11.3	3.246	1.368	-24730	-102700	-73	-10.89	10.89	3.114	1.411	136.8	0.8059	0.4616	-0.3701	0.2758	0.00504	0.0857	458.8	133.7	317.3	7.793	2.281	2.238	0.8463	0.6553	109.4	2.21
-20100	-79400	-28.92	-9.82	9.82	3.637	1.558	268.7	57.69	19.35	191.6	77.04	57.11	19.15	38.34	37.96	-5.219	0.4771	-1.155e-14	4.376	0	0	0	-4.357	-0.05517	0.6489	0.8018	-10.67	4.376	0.2147	0.07202	0.7132	0.2868	0.2126	0.0713	-20200	-78990	-22.9	-10.46	10.46	3.205	1.519	-18600	-77400	-23.3	-9.492	9.492	3.047	1.442	124.4	0.7619	0.3679	-0.3384	-0.1443	0.00216	0.1322	269.4	91.27	170.5	7.595	1.919	1.887	0.8742	0.6861	96	2.69
-37580	-205400	-11.92	-9.37	9.37	0.5198	0.263	397.6	103	86.59	397.6	0	92.07	77.37	16.45	14.69	17.9	0.4683	1.859	23.76	0.0001004	0	0	-1.416	-0.1385	0.9264	1.375	-7.111	21.9	0.2592	0.2178	1	0	0.2316	0.1946	-37680	-203500	-5.415	-9.282	9.282	0.251	0.05449	-35760	-202200	-6.872	-9.522	9.522	0.3592	0.2165	208.4	0.8248	0.05337	0.00092	-0.05335	-0.000848	0.06964	1397	95.36	1100	202	3.07	3.126	1.084	0.825	179.8	4.94
-53840	-299700	-70.94	-8.03	8.03	0.744	0.208	391.1	176.4	103.9	274.9	116.1	520.2	306.3	72.54	213.9	61.86	7.115	14.45	54.02	0.000256	0	0	-15.42	0.3907	1.017	10.26	-0.6886	39.57	0.4512	0.2657	0.703	0.297	1.33	0.7833	-54020	-297900	-59.72	-8.188	8.188	0.5226	0.1389	-49940	-292300	-64.65	-7.966	7.966	0.5885	0.2927	216.1	0.9558	0.1321	-0.001669	0.1321	-0.0001328	0.201	1265	252.9	794.7	217.6	2.642	2.206	1.745	0.989	189.6	2.39
-32740	-128400	-108.8	-11.19	11.19	1.154	1.83	298.6	44.82	33.77	247.2	51.42	44.82	33.77	11.05	11.05	2.154	5.128	-5.297	0.8111	1.736e-06	0	0	-1.367	0.09634	1.021	5.151	-4.902	6.108	0.1501	0.1131	0.8278	0.1722	0.1501	0.1131	-32900	-127500	-101.4	-11.39	11.39	0.9498	1.858	-30780	-125900	-104.1	-11.25	11.25	1.048	1.908	144.6	0.9264	0.4218	-0.3176	0.2775	0.004608	0.05845	500.8	135.6	358.9	6.296	2.214	2.506	0.8471	0.6059	110.2	3.23
-16510	-58340	-22.08	-9.82	9.82	3.7	1.543	233.8	56.53	17.26	160	73.79	55.97	17.08	39.28	38.88	-5.149	0.4027	-1.421e-14	2.981	0	0	0	-4.61	-0.03792	0.5049	0.7006	-9	2.981	0.2418	0.07381	0.6844	0.3156	0.2394	0.07307	-16590	-58170	-18.21	-10.47	10.47	3.27	1.509	-15160	-56610	-17.87	-9.488	9.488	3.082	1.433	104.7	0.7689	0.3674	0.01314	0.3672	0.00234	0.1911	145.9	68.48	71.42	6.044	1.571	1.553	0.81	0.679	76.88	2.28
