"SAMPLE_ID"	"TOX21_ID"	"CAS"	"PUBCHEM_SID"	"SAMPLE_NAME"	"PURITY_RATING"	"PURITY_RATING_4M"	"PUBCHEM_CID"	"LAST_MODIFIED"	"SMILES"
"NCGC00164624-01"	"Tox21_112243"	"142340-99-6"	144205796	"Adefovir dipivoxil"	"F"	"F"	"60871"	16-JAN-19 01.02.54.000000000 PM	"CC(C)(C)C(=O)OCOP(=O)(OCOC(=O)C(C)(C)C)COCCn2cnc1c(N)ncnc12"
"NCGC00160539-01"	"Tox21_111882"	"106941-25-7"	144205435	"Adefovir"	"Z"	"Fc"	"60172"	16-JAN-19 01.02.54.000000000 PM	"O=P(O)(O)COCCn2cnc1c(N)ncnc12"
"NCGC00095322-03"	"Tox21_113394"	"303-98-0"	144206945	"Coenzyme Q10"	"Fns"	""	"5281915"	16-JAN-19 01.02.54.000000000 PM	"COC1=C(OC)C(=O)C(C)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)C)C1=O"
"NCGC00095782-01"	"Tox21_111521"	"552-79-4"	144205074	"Methylephedrine"	"A"	"A"	"64782"	16-JAN-19 01.02.54.000000000 PM	"O[C@@H]([C@H](C)N(C)C)c1ccccc1"
"NCGC00254545-01"	"Tox21_300384"	"106-27-4"	144210702	"Isopentyl butyrate"	"FC"	""	"7795"	16-JAN-19 01.02.54.000000000 PM	"CC(C)CCOC(=O)CCC"
"NCGC00188429-01"	"Tox21_113173"	"114607-46-4"	144206724	"Acitazanolast"	"A"	"A"	"2006"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C(=O)Nc1cccc(c1)c2nnnn2"
"NCGC00254214-01"	"Tox21_300143"	"95-80-7"	144210463	"2,4-Diaminotoluene"	"A"	"A"	"7261"	16-JAN-19 01.02.54.000000000 PM	"Nc1cc(N)c(C)cc1"
"NCGC00255279-01"	"Tox21_301735"	"91-88-3"	144212052	"2-(N-Ethyl-m-toluidino)ethanol"	"A"	"A"	"7067"	16-JAN-19 01.02.54.000000000 PM	"CCN(CCO)c1cc(C)ccc1"
"NCGC00247330-02"	"Tox21_112857"	"300-42-5"	144206410	"dl-Methamphetamine hydrochloride"	"A"	"A"	"12213639"	16-JAN-19 01.02.54.000000000 PM	"Cl.C[C@@H](NC)Cc1ccccc1"
"NCGC00254640-01"	"Tox21_300734"	"10319-14-9"	144211051	"C.I. Disperse Yellow 64"	"Cc"	"Fc"	"25152"	16-JAN-19 01.02.54.000000000 PM	"O=C4c1ccccc1C(=O)C4c2nc3ccccc3c(Br)c2O"
"NCGC00254269-01"	"Tox21_300462"	"210826-40-7"	144210780	"CP-456773"	"D"	""	"9910393"	16-JAN-19 01.02.54.000000000 PM	"OC(C)(C)c1coc(c1)S(=O)(=O)NC(=O)Nc3c4CCCc4cc2CCCc23"
"NCGC00254276-01"	"Tox21_300578"	"30516-87-1"	144210895	"3'-Azido-3'-deoxythymidine"	"A"	"A"	"35370"	16-JAN-19 01.02.54.000000000 PM	"CC1=CN(C(=O)NC1=O)[C@H]2C[C@H](\N=[N+]=[N-])[C@@H](CO)O2"
"NCGC00254695-01"	"Tox21_300791"	"1194-65-6"	144211108	"Dichlobenil"	"F"	""	"3031"	16-JAN-19 01.02.54.000000000 PM	"N#Cc1c(Cl)cccc1Cl"
"NCGC00253943-01"	"Tox21_300016"	"83-67-0"	144210336	"Theobromine"	"A"	"A"	"5429"	16-JAN-19 01.02.54.000000000 PM	"Cn1cnc2c1C(=O)NC(=O)N2C"
"NCGC00255213-01"	"Tox21_302208"	"90-49-3"	144212525	"Ethylphenylacetylurea"	"A"	"A"	"72060"	16-JAN-19 01.02.54.000000000 PM	"CCC(C(=O)NC(N)=O)c1ccccc1"
"NCGC00254399-01"	"Tox21_300587"	"208-96-8"	144210904	"Acenaphthylene"	"B"	"Ac"	"9161"	16-JAN-19 01.02.54.000000000 PM	"c1cc2cccc3C=Cc(c1)c23"
"NCGC00254873-01"	"Tox21_300970"	"148-79-8"	144211287	"Thiabendazole"	"A"	"A"	"5430"	16-JAN-19 01.02.54.000000000 PM	"n1c3ccccc3nc1c2cscn2"
"NCGC00254120-01"	"Tox21_300307"	"57-83-0"	144210627	"Progesterone"	"A"	"A"	"5994"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C"
"NCGC00254942-01"	"Tox21_301040"	"76578-14-8"	144211357	"Quizalofop-ethyl"	"A"	"A"	"53518"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCC)C(C)Oc1ccc(cc1)Oc2cnc3cc(Cl)ccc3n2"
"NCGC00182056-02"	"Tox21_113024"	"5538-94-3"	144206575	"Dioctyldimethylammonium chloride"	"B"	"B"	"62581"	16-JAN-19 01.02.54.000000000 PM	"[Cl-].C[N+](C)(CCCCCCCC)CCCCCCCC"
"NCGC00183029-01"	"Tox21_113383"	"30751-05-4"	144206934	"Troxipide"	"A"	"A"	"5597"	16-JAN-19 01.02.54.000000000 PM	"O=C(NC1CCCNC1)c2cc(OC)c(OC)c(OC)c2"
"NCGC00259269-01"	"Tox21_201720"	"563-80-4"	144208918	"3-Methyl-2-butanone"	"FNS"	""	"11251"	16-JAN-19 01.02.54.000000000 PM	"CC(C)C(C)=O"
"NCGC00259336-01"	"Tox21_201787"	"105-67-9"	144208985	"2,4-Dimethylphenol"	"A"	"A"	"7771"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccc(O)c(C)c1"
"NCGC00258359-01"	"Tox21_200805"	"610-15-1"	144208003	"2-Nitrobenzamide"	"A"	"A"	"11876"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1ccccc1C(N)=O"
"NCGC00016395-01"	"Tox21_110419"	"132-18-3"	144203970	"Diphenylpyraline hydrochloride"	"A"	"A"	"66063"	16-JAN-19 01.02.54.000000000 PM	"Cl.CN3CCC(OC(c1ccccc1)c2ccccc2)CC3"
"NCGC00259931-01"	"Tox21_202382"	"107-92-6"	144209580	"Butanoic acid"	"A"	"A"	"264"	16-JAN-19 01.02.54.000000000 PM	"CCCC(=O)O"
"NCGC00260139-01"	"Tox21_202591"	"50-44-2"	144209789	"6-Mercaptopurine"	"A"	"A"	"667490"	16-JAN-19 01.02.54.000000000 PM	"S=C2NC=Nc1ncnc12"
"NCGC00256566-01"	"Tox21_302821"	"5131-60-2"	144213138	"4-Chloro-1,3-diaminobenzene"	"A"	"A"	"21209"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(Cl)c(N)c1"
"NCGC00260632-01"	"Tox21_203087"	"NOCAS_49528"	144210285	"NTP Mix108 ER1 10-EQC"	"M"	"M"	""	16-JAN-19 01.02.54.000000000 PM	""
"NCGC00164484-02"	"Tox21_113423"	"27025-41-8"	144206973	"Oxiglutatione"	"A"	"A"	"65359"	16-JAN-19 01.02.54.000000000 PM	"O=C(N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)CC[C@H](N)C(=O)O"
"NCGC00181103-01"	"Tox21_112719"	"54556-98-8"	144206272	"Propiverine hydrochloride"	"A"	"A"	"441412"	16-JAN-19 01.02.54.000000000 PM	"Cl.CN3CCC(OC(=O)C(OCCC)(c1ccccc1)c2ccccc2)CC3"
"NCGC00256526-01"	"Tox21_303012"	"529-20-4"	144213329	"2-Tolualdehyde"	"Z"	"C"	"10722"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccccc1C=O"
"NCGC00257745-01"	"Tox21_200191"	"99-98-9"	144207389	"N,N-Dimethyl-p-phenylenediamine"	"B"	""	"7472"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(cc1)N(C)C"
"NCGC00256858-01"	"Tox21_302574"	"6378-65-0"	144212891	"Hexyl hexanoate"	"A"	"Fc"	"22873"	16-JAN-19 01.02.54.000000000 PM	"O=C(CCCCC)OCCCCCC"
"NCGC00257047-01"	"Tox21_303134"	"115-95-7"	144213451	"Linalyl acetate"	"B"	"Ac"	"8294"	16-JAN-19 01.02.54.000000000 PM	"O=C(C)OC(C)(CC\C=C(\C)C)C=C"
"NCGC00259071-01"	"Tox21_201521"	"117-79-3"	144208719	"2-Aminoanthraquinone"	"A"	"A"	"8341"	16-JAN-19 01.02.54.000000000 PM	"Nc2ccc3C(=O)c1ccccc1C(=O)c3c2"
"NCGC00257269-01"	"Tox21_303608"	"6807-17-6"	144213913	"4,4'-(4-Methylpentane-2,2-diyl)diphenol"	"A"	"A"	"81259"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(cc1)C(C)(CC(C)C)c2ccc(O)cc2"
"NCGC00013037-01"	"Tox21_110004"	"115-31-1"	144203555	"Thanite"	"F"	""	"13218779"	16-JAN-19 01.02.54.000000000 PM	"N#CSCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C"
"NCGC00258496-01"	"Tox21_200942"	"110-88-3"	144208140	"1,3,5-Trioxane"	"A"	"Ac"	"8081"	16-JAN-19 01.02.54.000000000 PM	"C1OCOCO1"
"NCGC00257493-01"	"Tox21_303537"	"134-31-6"	144213843	"8-Hydroxyquinoline sulfate"	"D"	"A"	"517000"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(O)O.Oc1cccc2cccnc12.Oc1cccc2cccnc12"
"NCGC00015316-05"	"Tox21_111224_1"	"96020-91-6"	170465007	"Eflornithine Hydrochloride"	"Z"	""	"57004"	16-JAN-19 01.02.54.000000000 PM	"Cl.FC(F)C(N)(CCCN)C(=O)O"
"NCGC00015724-17"	"Tox21_110206_1"	"4394-00-7"	170466463	"Niflumic acid"	"A"	""	"4488"	16-JAN-19 01.02.54.000000000 PM	"FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O"
"NCGC00015762-13"	"Tox21_110216_1"	"14698-29-4"	170466273	"Oxolinic acid"	"A"	""	"4628"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C2=CN(CC)c1cc3OCOc3cc1C2=O"
"NCGC00024643-10"	"Tox21_110915_1"	"23210-56-2"	170465791	"Ifenprodil"	"A"	""	"3689"	16-JAN-19 01.02.54.000000000 PM	"OC(C(C)N1CCC(CC1)Cc2ccccc2)c3ccc(O)cc3"
"NCGC00016000-18"	"Tox21_110280_1"	"97-77-8"	170464767	"Disulfiram"	"A"	""	"3117"	16-JAN-19 01.02.54.000000000 PM	"CCN(CC)C(=S)SSC(=S)N(CC)CC"
"NCGC00016889-06"	"Tox21_110666_1"	"59804-37-4"	170465677	"Tenoxicam"	"A"	""	"54677971"	16-JAN-19 01.02.54.000000000 PM	"OC=2c1sccc1S(=O)(=O)N(C)C=2C(=O)Nc3ccccn3"
"NCGC00016296-07"	"Tox21_110357_1"	"66-76-2"	170465275	"Dicumarol"	"F"	""	"54676038"	16-JAN-19 01.02.54.000000000 PM	"OC=3c4ccccc4OC(=O)C=3CC1=C(O)c2ccccc2OC1=O"
"NCGC00092362-02"	"Tox21_111197_1"	"112108-01-7"	170466462	"Ecopipam"	"A"	""	"107930"	16-JAN-19 01.02.54.000000000 PM	"Oc3cc4[C@@H]1[C@H](CCc2ccccc12)N(C)CCc4cc3Cl"
"NCGC00092376-06"	"Tox21_111279_1"	"78416-81-6"	170466118	"Trequinsin hydrochloride"	"A"	""	"3060974"	16-JAN-19 01.02.54.000000000 PM	"Cl.Cc4cc(C)cc(C)c4\N=C2/C=C1c3cc(OC)c(OC)cc3CCN1C(=O)N2C"
"NCGC00016375-09"	"Tox21_110405_1"	"122-11-2"	170465690	"Sulfadimethoxine"	"A"	""	"5323"	16-JAN-19 01.02.54.000000000 PM	"COc2nc(NS(=O)(=O)c1ccc(N)cc1)cc(OC)n2"
"NCGC00018275-05"	"Tox21_110582_1"	"16773-42-5"	170466243	"Ornidazole"	"A"	""	"28061"	16-JAN-19 01.02.54.000000000 PM	"Cc1ncc([N+]([O-])=O)n1CC(O)CCl"
"NCGC00016438-04"	"Tox21_110439_1"	"366-70-1"	170465402	"Procarbazine hydrochloride"	"A"	""	"9703"	16-JAN-19 01.02.54.000000000 PM	"Cl.CC(C)NC(=O)c1ccc(CNNC)cc1"
"NCGC00016497-09"	"Tox21_110458_1"	"536-33-4"	170465169	"Ethionamide"	"A"	""	"2761171"	16-JAN-19 01.02.54.000000000 PM	"CCc1cc(ccn1)C(N)=S"
"NCGC00095169-05"	"Tox21_111466_1"	"58066-85-6"	170465622	"Miltefosine"	"F"	""	"3599"	16-JAN-19 01.02.54.000000000 PM	"C[N+](C)(C)CCOP([O-])(=O)OCCCCCCCCCCCCCCCC"
"NCGC00016511-08"	"Tox21_110466_1"	"569-57-3"	170465394	"Chlorotrianisene"	"F"	""	"11289"	16-JAN-19 01.02.54.000000000 PM	"COc1ccc(cc1)C(\Cl)=C(/c2ccc(OC)cc2)c3ccc(OC)cc3"
"NCGC00021925-03"	"Tox21_111328_1"	"52-21-1"	170464632	"Prednisolone acetate"	"A"	""	"5834"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C"
"NCGC00016570-06"	"Tox21_110501_1"	"1212-72-2"	170465271	"Mephentermine hemisulfate"	"A"	""	"71611"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(O)O.CC(C)(NC)Cc1ccccc1.CC(C)(NC)Cc1ccccc1"
"NCGC00023212-14"	"Tox21_110886_1"	"3056-17-5"	170464820	"Stavudine"	"A"	""	"18283"	16-JAN-19 01.02.54.000000000 PM	"CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@@H](CO)O2"
"NCGC00023699-09"	"Tox21_111579_1"	"153-61-7"	170465101	"Cephalothin"	"F"	""	"6024"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C=2N3C(=O)[C@@H](NC(=O)Cc1cccs1)[C@H]3SCC=2COC(C)=O"
"NCGC00095978-06"	"Tox21_111542_1"	"103055-07-8"	170465736	"Lufenuron"	"Z"	""	"71777"	16-JAN-19 01.02.54.000000000 PM	"Clc2cc(NC(=O)NC(=O)c1c(F)cccc1F)c(Cl)cc2OC(F)(F)C(F)C(F)(F)F"
"NCGC00016697-04"	"Tox21_110568_1"	"13171-25-0"	170465797	"Trimetazidine dihydrochloride"	"A"	""	"83201"	16-JAN-19 01.02.54.000000000 PM	"Cl.Cl.COc2ccc(CN1CCNCC1)c(OC)c2OC"
"NCGC00014670-17"	"Tox21_110056_1"	"57808-66-9"	170465594	"Domperidone"	"A"	""	"3151"	16-JAN-19 01.02.54.000000000 PM	"Clc4cc5NC(=O)N(C3CCN(CCCN1c2ccccc2NC1=O)CC3)c5cc4"
"NCGC00015451-05"	"Tox21_111232_1"	"75507-68-5"	170466246	"Flupirtine maleate"	"A"	""	"6435335"	16-JAN-19 01.02.54.000000000 PM	"Nc1nc(ccc1NC(=O)OCC)NCc2ccc(F)cc2.O=C(O)/C=C\C(=O)O"
"NCGC00160387-04"	"Tox21_111779_1"	"2058-52-8"	170465938	"Clothiapine"	"A"	""	"16351"	16-JAN-19 01.02.54.000000000 PM	"CN1CCN(CC1)C3=Nc4ccccc4Sc2ccc(Cl)cc23"
"NCGC00166237-02"	"Tox21_112363_1"	"6968-72-5"	170466648	"Mepiroxol"	"Z"	""	"71668"	16-JAN-19 01.02.54.000000000 PM	"[O-][n+]1cccc(CO)c1"
"NCGC00181154-03"	"Tox21_112758_1"	"98-72-6"	170465716	"Nitarsone"	"A"	""	"66826"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1ccc(cc1)[As](O)(O)=O"
"NCGC00247910-02"	"Tox21_113651"	"109-43-3"	170466780	"Dibutyl decanedioate"	"Ac"	"A"	"7986"	16-JAN-19 01.02.54.000000000 PM	"O=C(CCCCCCCCC(=O)OCCCC)OCCCC"
"NCGC00167958-05"	"Tox21_110689_1"	"64221-86-9"	170464934	"Imipenem"	"Z"	""	"104838"	16-JAN-19 01.02.54.000000000 PM	"O[C@H](C)[C@H]2C(=O)N1C(=C(C[C@@H]12)SCCNC=N)C(=O)O"
"NCGC00181786-02"	"Tox21_113617_1"	"143388-64-1"	170465423	"Naratriptan hydrochloride"	"A"	""	"60875"	16-JAN-19 01.02.54.000000000 PM	"Cl.CN1CCC(CC1)c2cnc3ccc(CCS(=O)(=O)NC)cc23"
"NCGC00183868-02"	"Tox21_111788_1"	"18046-21-4"	170466003	"Fentiazac"	"A"	""	"28871"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)Cc1sc(nc1c2ccc(Cl)cc2)c3ccccc3"
"NCGC00182549-02"	"Tox21_113012_1"	"599179-03-0"	170466825	"Vicriviroc (SCH-417690)"	"I"	""	"60196343"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)/C=C\C(=O)O.FC(F)(F)c1ccc(cc1)[C@@H](COC)N2CCN(C[C@H]2C)C3(C)CCN(CC3)C(=O)c4c(C)ncnc4C"
"NCGC00253675-01"	"Tox21_113799"	"6065-63-0"	170466685	"Diethyl dipropylmalonate"	"F"	"F"	"80168"	16-JAN-19 01.02.54.000000000 PM	"CCCC(CCC)(C(=O)OCC)C(=O)OCC"
"NCGC00253735-01"	"Tox21_113854"	"30709-69-4"	170466183	"Tizoprolic acid"	"A"	"A"	"65773"	16-JAN-19 01.02.54.000000000 PM	"CCCc1ncc(s1)C(=O)O"
"NCGC00254035-01"	"Tox21_300045"	"532-27-4"	144210365	"2-Chloroacetophenone"	"D"	""	"10757"	16-JAN-19 01.02.54.000000000 PM	"O=C(CCl)c1ccccc1"
"NCGC00253700-01"	"Tox21_113821"	"40188-45-2"	170466721	"3'-Acetyl-4'-hydroxybutyranilide"	"A"	"A"	"736331"	16-JAN-19 01.02.54.000000000 PM	"O=C(C)c1cc(ccc1O)NC(=O)CCC"
"NCGC00253770-01"	"Tox21_113883"	"75887-54-6"	170466068	"Artemotil"	"F"	""	"72416"	16-JAN-19 01.02.54.000000000 PM	"CC12O[C@H]4O[C@H](OCC)[C@H](C)[C@@H]3CC[C@@H](C)[C@H](CC1)[C@@]34OO2"
"NCGC00254955-01"	"Tox21_301053"	"10595-06-9"	144211370	"Ethylene glycol phenyl ether methacrylate"	"Z"	"Z"	"66357"	16-JAN-19 01.02.54.000000000 PM	"C=C(C)C(=O)OCCOc1ccccc1"
"NCGC00255555-01"	"Tox21_302260"	"29450-45-1"	144212577	"MCPA-2-ethylhexyl"	"A"	"A"	"93128"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(C)c(OCC(=O)OCC(CC)CCCC)cc1"
"NCGC00255644-01"	"Tox21_302299"	"2026-24-6"	144212616	"Dehydroabietylamine acetate"	"A"	"A"	"62418"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)O.CC(C)c2cc3CC[C@@H]1[C@](C)(CCC[C@@]1(C)CN)c3cc2"
"NCGC00255430-01"	"Tox21_301629"	"134-84-9"	144211946	"4-Methylbenzophenone"	"A"	"A"	"8652"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccc(cc1)C(=O)c2ccccc2"
"NCGC00256772-01"	"Tox21_302695"	"33693-84-4"	144213012	"tert-Butyl hydrogen phthalate"	"A"	"A"	"134976"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)c1ccccc1C(=O)OC(C)(C)C"
"NCGC00256338-01"	"Tox21_302799"	"868-85-9"	144213116	"Dimethyl hydrogen phosphite"	"F"	"A"	"6327114"	16-JAN-19 01.02.54.000000000 PM	"O=P(OC)OC"
"NCGC00256962-01"	"Tox21_303254"	"142-16-5"	144213571	"Bis(2-ethylhexyl) maleate"	"A"	"Fc"	"5365125"	16-JAN-19 01.02.54.000000000 PM	"O=C(\C=C/C(=O)OCC(CC)CCCC)OCC(CCCC)CC"
"NCGC00256824-01"	"Tox21_302645"	"108-39-4"	144212962	"m-Cresol"	"A"	"A"	"342"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc(O)ccc1"
"NCGC00256508-01"	"Tox21_303011"	"123-99-9"	144213328	"Nonanedioic acid"	"A"	"A"	"2266"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCCCCCCC(=O)O"
"NCGC00257176-01"	"Tox21_303057"	"384-22-5"	144213374	"1-Nitro-2-(trifluoromethyl)benzene"	"A"	"A"	"9795"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1ccccc1C(F)(F)F"
"NCGC00257207-01"	"Tox21_303239"	"839-90-7"	144213556	"Tris(2-hydroxyethyl) isocyanurate"	"A"	"A"	"13286"	16-JAN-19 01.02.54.000000000 PM	"OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O"
"NCGC00257700-01"	"Tox21_200146"	"105-05-5"	144207344	"1,4-Diethylbenzene"	"AC"	"Fc"	"7734"	16-JAN-19 01.02.54.000000000 PM	"CCc1ccc(CC)cc1"
"NCGC00257531-01"	"Tox21_301288"	"7631-86-9"	144211605	"Silica"	""	""	"24261"	16-JAN-19 01.02.54.000000000 PM	"O=[Si]=O"
"NCGC00257066-01"	"Tox21_303121"	"1852-16-0"	144213438	"N-(Butoxymethyl)acrylamide"	"A"	"A"	"15817"	16-JAN-19 01.02.54.000000000 PM	"CCCCOCNC(=O)C=C"
"NCGC00258543-01"	"Tox21_200990"	"1679-64-7"	144208188	"1,4-Benzenedicarboxylic acid, monomethyl ester"	"FNS"	""	"15513"	16-JAN-19 01.02.54.000000000 PM	"COC(=O)c1ccc(cc1)C(=O)O"
"NCGC00258737-01"	"Tox21_201185"	"107-94-8"	144208383	"3-Chloropropanoic acid"	"A"	"A"	"7899"	16-JAN-19 01.02.54.000000000 PM	"ClCCC(=O)O"
"NCGC00258348-01"	"Tox21_200794"	"96-31-1"	144207992	"N,N'-Dimethylurea"	"A"	"A"	"7293"	16-JAN-19 01.02.54.000000000 PM	"CNC(=O)NC"
"NCGC00258362-01"	"Tox21_200808"	"100-42-5"	144208006	"Styrene"	"AC"	"Fc"	"7501"	16-JAN-19 01.02.54.000000000 PM	"C=Cc1ccccc1"
"NCGC00258797-01"	"Tox21_201245"	"833-66-9"	144208443	"Potassium 6-hydroxynaphthalene-2-sulfonate"	"A"	"A"	"23677963"	16-JAN-19 01.02.54.000000000 PM	"[K+].[O-]S(=O)(=O)c1ccc2cc(O)ccc2c1"
"NCGC00259130-01"	"Tox21_201581"	"7757-79-1"	144208779	"Potassium nitrate"	""	""	"24434"	16-JAN-19 01.02.54.000000000 PM	"[K+].[O-][N+]([O-])=O"
"NCGC00259191-01"	"Tox21_201642"	"3337-71-1"	144208840	"Asulam"	"D"	""	"18752"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(cc1)S(=O)(=O)NC(=O)OC"
"NCGC00259945-01"	"Tox21_202396"	"116-29-0"	144209594	"Tetradifon"	"A"	"F"	"8305"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(c(Cl)cc1Cl)S(=O)(=O)c2ccc(Cl)cc2"
"NCGC00259954-01"	"Tox21_202405"	"77-92-9"	144209603	"Citric acid"	"A"	"A"	"311"	16-JAN-19 01.02.54.000000000 PM	"OC(=O)CC(O)(CC(O)=O)C(=O)O"
"NCGC00259310-01"	"Tox21_201761"	"51-79-6"	144208959	"Urethane"	"A"	"A"	"5641"	16-JAN-19 01.02.54.000000000 PM	"NC(=O)OCC"
"NCGC00259593-01"	"Tox21_202044"	"2436-90-0"	144209242	"3,7-Dimethylocta-1,6-diene"	"FNS"	""	"17090"	16-JAN-19 01.02.54.000000000 PM	"C=CC(C)CC\C=C(\C)C"
"NCGC00259419-01"	"Tox21_201870"	"56-04-2"	144209068	"6-Methyl-2-thiouracil"	"A"	"A"	"667493"	16-JAN-19 01.02.54.000000000 PM	"O=C1C=C(C)NC(=S)N1"
"NCGC00259495-01"	"Tox21_201946"	"156-43-4"	144209144	"4-Ethoxyaniline"	"A"	"A"	"9076"	16-JAN-19 01.02.54.000000000 PM	"CCOc1ccc(N)cc1"
"NCGC00260021-01"	"Tox21_202472"	"625-86-5"	144209670	"2,5-Dimethylfuran"	"Fns"	""	"12266"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccc(C)o1"
"NCGC00259124-01"	"Tox21_201575"	"107-30-2"	144208773	"Chloromethyl methyl ether"	"BC"	"Fns"	"7864"	16-JAN-19 01.02.54.000000000 PM	"COCCl"
"NCGC00260422-01"	"Tox21_202876"	"91-56-5"	144210074	"Isatin"	"A"	"A"	"7054"	16-JAN-19 01.02.54.000000000 PM	"O=C1c2ccccc2NC1=O"
"NCGC00274063-01"	"Tox21_112667_1"	"77469-98-8"	170465745	"Pimobendan"	"F"	""	"10126299"	16-JAN-19 01.02.54.000000000 PM	"Cl.COc1ccc(cc1)c2nc3ccc(cc3n2)C4=NNC(=O)CC4C"
"NCGC00274071-01"	"Tox21_112389_1"	"130-95-0"	170465032	"Quinine"	"A"	""	"8549"	16-JAN-19 01.02.54.000000000 PM	"COc1cc2c(cc1)nccc2[C@@H](O)[C@@H]4CC3CCN4C[C@@H]3C=C"
"NCGC00260669-01"	"Tox21_201082"	"6338-41-6"	144208280	"5-(Hydroxymethyl)-2-furoic acid"	"A"	"A"	"80642"	16-JAN-19 01.02.54.000000000 PM	"OC(=O)c1ccc(CO)o1"
"NCGC00261973-01"	"Tox21_113893"	"32838-28-1"	170466034	"Butoctamide semisuccinate"	"B"	"A"	"2486"	16-JAN-19 01.02.54.000000000 PM	"CC(CC(=O)NCC(CC)CCCC)OC(=O)CCC(=O)O"
"NCGC00262951-01"	"Tox21_113943"	"1609-66-1"	170466676	"Norfentanyl"	"A"	"A"	"259381"	16-JAN-19 01.02.54.000000000 PM	"O=C(CC)N(C1CCNCC1)c2ccccc2"
"NCGC00356974-01"	"Tox21_303988"	"464-48-2"	251919659	"(1S)-(-)-Camphor"	"A"	""	"444294"	16-JAN-19 01.02.54.000000000 PM	"CC2(C)[C@@H]1CC(=O)[C@@]2(C)CC1"
"NCGC00356994-01"	"Tox21_303813"	"580-51-8"	251919669	"3-Phenylphenol"	"A"	""	"11381"	16-JAN-19 01.02.54.000000000 PM	"Oc1cc(ccc1)c2ccccc2"
"NCGC00357269-01"	"Tox21_303876"	"565-80-0"	251919742	"2,4-Dimethylpentan-3-one"	"Fc"	""	"11271"	16-JAN-19 01.02.54.000000000 PM	"CC(C)C(=O)C(C)C"
"NCGC00263530-01"	"Tox21_112179_1"	"118288-08-7"	170465978	"Lafutidine"	"A"	""	"5282136"	16-JAN-19 01.02.54.000000000 PM	"O=S(CC(=O)NC/C=C\COc2cc(CN1CCCCC1)ccn2)Cc3ccco3"
"NCGC00260585-01"	"Tox21_203040"	"NOCAS_49481"	144210238	"NTP Mix44 CT1 3-EQP"	"M"	"M"	""	16-JAN-19 01.02.54.000000000 PM	""
"NCGC00260586-01"	"Tox21_203041"	"NOCAS_49482"	144210239	"NTP Mix45 CT1 3-EQP"	"M"	"M"	""	16-JAN-19 01.02.54.000000000 PM	""
"NCGC00357274-01"	"Tox21_303966"	"589-66-2"	251919821	"2-Methylpropyl but-2-enoate"	"Ac"	""	"61135"	16-JAN-19 01.02.54.000000000 PM	"CC(C)COC(=O)C=CC"
"NCGC00357283-01"	"Tox21_303727"	"4719-04-4"	251919683	"1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol"	"Fns"	""	"104556"	16-JAN-19 01.02.54.000000000 PM	"OCCN1CN(CN(C1)CCO)CCO"
