condition_concept_name	organ_type
Glomerulonephropathy	Renal
Glomerulosclerosis	Renal
Nephropathy	Renal
Nephrosclerosis	Renal
Renal glycosuria	Renal
Renal tubular atrophy	Renal
Renal tubular disorder	Renal
Kidney fibrosis	Renal
Renal haemorrhage	Renal
Single functional kidney	
Acute prerenal failure	Renal
Anuria	
Oliguria	
Postrenal failure	Renal
Azotaemia	
Hypertensive nephropathy	Renal
Renal hypertension	Renal
Kidney enlargement	Renal
Kidney small	Renal
Renal atrophy	Renal
Renal hypertrophy	Renal
Glomerular vascular disorder	
Nephroangiosclerosis	Renal
Renal aneurysm	Renal
Renal artery arteriosclerosis	Renal
Renal artery occlusion	Renal
Renal artery stenosis	Renal
Renal cortical necrosis	Renal
Renal ischaemia	Renal
Renal vein occlusion	Renal
Renal vein thrombosis	Renal
Renal vessel disorder	Renal
Ureteral necrosis	
Ureteric dilatation	
Ureteric haemorrhage	
Ureteric obstruction	
Ureteric stenosis	
Urethral meatus stenosis	
Urethral obstruction	
Urethral stenosis	
Urethral atrophy	
Urethral disorder	
Urethral haemorrhage	
Urethritis noninfective	
Bladder distension	
Bladder irritation	
Bladder tamponade	
Micturition frequency decreased	
Residual urine	
Stress urinary incontinence	
Terminal dribbling	
Urge incontinence	
Urinary hesitation	
Urine flow decreased	
Albuminuria	
Bilirubinuria	
Choluria	
Crystalluria	
Glycosuria	
Ketonuria	
Leukocyturia	
Pneumaturia	
Pyuria	
Prostatism	
Renal pain	Renal
Urinary tract pain	
Nephrocalcinosis	Renal
Calculus bladder	
Calculus urinary	
Nephritis interstitial	
Acute kidney injury	Renal
Chronic kidney disease	Renal
Stress incontinence	
Breast disorder male	
Breast discomfort	
Breast haemorrhage	
Nipple swelling	
Vaginal inflammation	
Balanoposthitis	
Prostatitis	
Epididymitis	
Ovarian mass	
Acquired phimosis	
Penile necrosis	
Penile oedema	
Penile swelling	
Penis disorder	
Peyronie's disease	
Scrotal oedema	
Scrotal swelling	
Benign prostatic hyperplasia	
Prostatic disorder	
Prostatic haemorrhage	
Prostatomegaly	
Genital disorder male	
Genital erosion	
Genital tract inflammation	
Lichen sclerosus	
Genital burning sensation	
Genital discharge	
Genital pain	
Genital rash	
Genital swelling	
Oedema genital	
Pruritus genital	
Ejaculation disorder	
Priapism	
Spontaneous penile erection	
Azoospermia	
Testicular disorder	
Testicular mass	
Testicular pain	
Testicular swelling	
Vaginal prolapse	
Pelvic haematoma	
Uterine atrophy	
Vaginal mucosal blistering	
Vulval disorder	
Vulval ulceration	
Coital bleeding	
Vaginal lesion	
Vaginal swelling	
Vulvovaginal discomfort	
Hypertrophy breast	
Bronchial disorder	
Bronchial haemorrhage	
Bronchial secretion retention	
Asthmatic crisis	
Bronchial hyperreactivity	
Bronchial obstruction	
Bronchial oedema	
Bronchostenosis	
Obliterative bronchiolitis	
Status asthmaticus	
Lower respiratory tract inflammation	
Pneumonia aspiration	
Pulmonary granuloma	
Acute interstitial pneumonitis	
Alveolar proteinosis	
Bronchopulmonary disease	
Emphysema	Pulmonary
Idiopathic pulmonary fibrosis	Pulmonary
Lung consolidation	Pulmonary
Lung infiltration	Pulmonary
Organising pneumonia	
Pulmonary alveolar haemorrhage	Pulmonary
Pulmonary fistula	Pulmonary
Pulmonary necrosis	Pulmonary
Restrictive pulmonary disease	Pulmonary
Pleural calcification	
Pleural disorder	
Chylothorax	
Hydrothorax	
Pleural haemorrhage	
Pulmonary arterial hypertension	
Pulmonary artery thrombosis	
Pulmonary vascular disorder	
Apnoea	
Bradypnoea	
Cheyne-Stokes respiration	
Hypopnoea	
Hypoventilation	
Mouth breathing	
Respiratory depression	
Brain hypoxia	
Hypocapnia	
Sputum retention	
Increased bronchial secretion	
Increased viscosity of bronchial secretion	
Lung hyperinflation	Pulmonary
Rhonchi	
Painful respiration	
Respiration abnormal	
Respiratory fatigue	
Suffocation feeling	
Aspiration	
Bronchopneumopathy	
Foreign body aspiration	
Respiratory tract haemorrhage	
Respiratory tract inflammation	
Respiratory tract irritation	
Rhinalgia	
Snoring	
Upper airway obstruction	
Upper respiratory tract congestion	
Upper respiratory tract inflammation	
Yawning	
Acquired diaphragmatic eventration	
Mediastinal disorder	
Pneumomediastinum	
Epiglottis ulcer	
Laryngeal disorder	
Laryngeal haemorrhage	
Laryngeal ulceration	
Larynx irritation	
Vocal cord disorder	
Vocal cord thickening	
Laryngeal stenosis	
Laryngospasm	
Nasal inflammation	
Nasal mucosal disorder	
Nasal oedema	
Nasal septum deviation	
Paranasal sinus hypersecretion	
Pharyngeal erythema	
Pharyngeal haematoma	
Pharyngeal inflammation	
Pharyngeal mass	
Pharyngeal stenosis	
Pharyngeal ulceration	
Tonsillar disorder	
Tracheal fistula	
Tracheal oedema	
Tracheal stenosis	
Chronic obstructive airways disease	
Chronic obstructive airways disease exacerbated	
Cryptogenic organizing pneumonia	
Cryptogenic organising pneumonia	
Nasopharyngeal disorder	
Hyperkeratosis palmaris and plantaris	
Lichenoid keratosis	
Xeroderma	
Keloid scar	
Skin wrinkling	
Acanthosis	
Skin hypertrophy	
Dermatitis bullous	
Pseudoporphyria	
Acantholysis	
Dermatosis	
Epidermal necrosis	
Peau d'orange	
Scar pain	
Skin fibrosis	
Skin fissures	
Skin fragility	
Skin induration	
Skin necrosis	
Skin odour abnormal	
Skin swelling	
Skin tightness	
Transient acantholytic dermatosis	
Eczema asteatotic	
Eczema nummular	
Eczema weeping	
Intertrigo	
Neurodermatitis	
Perivascular dermatitis	
Prurigo	
Seborrhoeic dermatitis	
Stasis dermatitis	
Generalised erythema	
Palmar erythema	
Exfoliative rash	
Nikolsky's sign	
Granuloma annulare	
Erythema annulare	
Lichen planus	
Lichenification	
Parapsoriasis	
Rash papulosquamous	
Photodermatosis	
Dermatitis psoriasiform	
Erythrodermic psoriasis	
Guttate psoriasis	
Nail psoriasis	
Pustular psoriasis	
Rash morbilliform	
Rash scarlatiniform	
Rash vesicular	
Dandruff	
Decubitus ulcer	
Skin chapped	
Lentigo	
Melanodermia	
Melanosis	
Skin hyperpigmentation	
Skin depigmentation	
Skin hypopigmentation	
Panniculitis lobular	
Skin mass	
Subcutaneous nodule	
Skin erosion	
Skin ulcer	
Skin ulcer haemorrhage	
Dermatitis acneiform	
Alopecia totalis	
Heat rash	
Sweat discolouration	
Sweat gland disorder	
Ingrowing nail	
Nail dystrophy	
Nail pigmentation	
Onychalgia	
Onychoclasis	
Onycholysis	
Onychomadesis	
Trichorrhexis	
Rosacea	
Sebaceous gland disorder	
Angiodermatitis	
Capillary fragility	
Skin oedema	
Erythromelalgia	
Livedo reticularis	
Lividity	
Vasoconstriction	
Vasodilatation	
Spider vein	
Skin inflammation	
Localised exfoliation	
Skin desquamation	
Photosensitive rash	
Exanthem	
Poverty	
Stress at work	
Occupational exposure to toxic agent	
Family stress	
Victim of crime	
Victim of spousal abuse	
Homicide	
Inadequate diet	
Blood product transfusion dependent	
Cardiac assistance device user	
Edentulous	
Hearing aid user	
Immobile	
Limb prosthesis user	
Physical disability	
Walking aid user	
Walking disability	
Wheelchair user	
Contraindication to medical treatment	
Contraindication to surgery	
Poor personal hygiene	
Refusal of treatment by relative	
Social problem	
Bone debridement	
Bone graft	
Bone trimming	
Intramedullary rod insertion	
Osteosynthesis	
Sequestrectomy	
Internal fixation of fracture	
Open reduction of fracture	
Arthrodesis	
Hip arthroplasty	
Hip surgery	
Joint arthroplasty	
Joint injection	
Meniscus removal	
Rotator cuff repair	
Shoulder arthroplasty	
Shoulder operation	
Amputation	
Finger amputation	
Foot amputation	
Foot operation	
Leg amputation	
Toe amputation	
Toe operation	
Mammoplasty	
Cardiac pacemaker insertion	
Cardiac pacemaker replacement	
Implantable defibrillator insertion	
Cardiac operation	
Cardioversion	
Heart transplant	
Pericardial drainage	
Aortic valve repair	
Aortic valve replacement	
Heart valve operation	
Heart valve replacement	
Mitral valve repair	
Mitral valve replacement	
Parathyroidectomy	
Pituitary tumour removal	
Thyroid nodule removal	
Thyroid operation	
Thyroidectomy	
Corneal transplant	
Eyelid operation	
Intraocular lens implant	
Retinopexy	
Abdominal cavity drainage	
Abdominoplasty	
Pancreaticoduodenectomy	
Haemorrhoid operation	
Gastrectomy	
Gastrostomy tube insertion	
Gastrointestinal endoscopic therapy	
Gastrointestinal surgery	
Gastrointestinal tube insertion	
Intestinal stoma	
Inguinal hernia repair	
Strangulated hernia repair	
Colon polypectomy	
Colostomy closure	
Large intestine operation	
Small intestine operation	
Blood product transfusion	
Packed red blood cell transfusion	
Platelet transfusion	
Continuous haemodiafiltration	
Peritoneal dialysis	
Thrombolysis	
Splenectomy	
Alveoloplasty	
Dental care	
Dental implantation	
Dental operation	
Gingival graft	
Gingival operation	
Tooth extraction	
Jaw operation	
Ear operation	
Oral surgery	
Nasal operation	
Sinus operation	
Pharyngeal operation	
Parotidectomy	
Bile duct stent insertion	
Penile prosthesis insertion	
Prostatectomy	
Prostatic operation	
Transurethral prostatectomy	
Central nervous system stimulation	
Neurosurgery	
Carpal tunnel decompression	
Peripheral nerve destruction	
Brain operation	
Intervertebral disc operation	
Spinal fusion surgery	
Spinal laminectomy	
Spinal operation	
Vertebroplasty	
Salpingo-oophorectomy	
Labour induction	
Uterine dilation and curettage	
Colporrhaphy	
Electroconvulsive therapy	
Bladder calculus removal	
Bladder neoplasm surgery	
Bladder operation	
Bladder repair	
Cystopexy	
Kidney ablation	
Nephrectomy	
Nephroureterectomy	
Renal surgery	
Renal transplant	
Lung operation	
Lung transplant	
Chest tube insertion	
Continuous positive airway pressure	
Mechanical ventilation	
Oxygen supplementation	
Tracheostomy	
Nail operation	
Skin operation	
Skin graft	
Skin neoplasm excision	
Perineal operation	
Tendon operation	
Fluid replacement	
Weight loss diet	
Thrombosis prophylaxis	
Abscess drainage	
Catheter placement	
Cyst removal	
Debridement	
Drug therapy changed	
Extubation	
Hospice care	
Incisional drainage	
Life support	
Lithotripsy	
Malignant tumour excision	
Medical device implantation	
Medical device removal	
Phytotherapy	
Plastic surgery	
Polymedication	
Polypectomy	
Prosthesis implantation	
Rehabilitation therapy	
Resuscitation	
Stent removal	
Therapy regimen changed	
Transplant	
Tumour excision	
Weight control	
Wound closure	
Wound drainage	
Wound treatment	
Aortic surgery	
Arterial bypass operation	
Arterial graft	
Arterial stent insertion	
Carotid endarterectomy	
Coronary arterial stent insertion	
Coronary artery bypass	
Coronary revascularisation	
Intra-cerebral aneurysm operation	
Percutaneous coronary intervention	
Angioplasty	
Lymphocele marsupialisation	
Peripheral revascularisation	
Therapeutic embolisation	
Vascular graft	
Vasodilation procedure	
Catheterisation venous	
Phlebotomy	
Venous stent insertion	
Dental treatment	
Nasal sinus drainage	
Intubation	
Coronary artery surgery	
Quadruple vessel bypass graft	
Triple vessel bypass graft	
Vascular bypass graft	
Aneurysm	
Aneurysm ruptured	
Venous aneurysm	
Aortic aneurysm	
Aortic aneurysm rupture	
Aortic dissection	
Aortic dissection rupture	
Peripheral artery aneurysm	
Aortic occlusion	
Aortic stenosis	
Arterial stenosis	
Haemorrhagic infarction	
Infarction	
Necrosis ischaemic	
Necrosis of artery	
Vascular occlusion	
Vascular stenosis	
Vasospasm	
Venous occlusion	
Arterial stenosis limb	
Arteriosclerosis obliterans	
Extremity necrosis	
Extrinsic vascular compression	
Femoral arterial stenosis	
Femoral artery occlusion	
Iliac artery occlusion	
Peripheral arterial occlusive disease	
Poor peripheral circulation	
Subclavian artery stenosis	
Inferior vena caval occlusion	
Blood pressure inadequately controlled	
Labile blood pressure	
Hypovolaemic shock	
Cardiovascular insufficiency	
Orthostatic hypotension	
Aortic embolus	
Aortic thrombosis	
Thrombophlebitis migrans	
Femoral artery embolism	
Iliac artery embolism	
Iliac artery thrombosis	
Peripheral embolism	
Venous thrombosis limb	
Angiopathy	
Arterial disorder	
Capillary disorder	
Haemodynamic instability	
Hyperaemia	
Microangiopathy	
Phlebolith	
Poor venous access	
Vascular calcification	
Vein pain	
Vascular shunt	
Aortic calcification	
Aortic dilatation	
Aortic disorder	
Angiodysplasia	
Arteriovenous fistula	
Arterial haemorrhage	
Accelerated hypertension	
Hypertensive emergency	
Malignant hypertension	
Diastolic hypertension	
Essential hypertension	
Orthostatic hypertension	
Secondary hypertension	
Systolic hypertension	
Arteritis	
Arteritis obliterans	
Bleeding varicose vein	
Aortic atherosclerosis	
Atherosclerosis	
Venous stasis	
Atherosclerosis obliterans	
Peripheral occlusive disease	
Phlebothrombosis	
Arteriovenous fistula, acquired	
Monoclonal gammopathy	
Chronic pigmented purpura	
Henoch-Schonlein purpura nephritis	
Post transplant lymphoproliferative disorder	
Systolic dysfunction	
Fulminant type 1 diabetes mellitus	
Cystoid macular oedema	
Eye colour change	
Ocular ischaemic syndrome	
Macular fibrosis	
Intraductal papillary mucinous neoplasm	
Pharyngo-oesophageal diverticulum	
Functional gastrointestinal disorder	
Gastric mucosa erythema	
Infectious peritonitis	
Lip injury	
Lip pruritus	
Device related sepsis	
Injury associated with device	
Infective glossitis	
Rubber sensitivity	
Encephalitis autoimmune	
Patient-device incompatibility	
Stent malfunction	
Foetal death	
Administration related reaction	
Inadequate aseptic technique in use of product	
Suspected transmission of an infectious agent via product	
Product packaging issue	
Capsule physical issue	
Product physical issue	
Tablet physical issue	
Granulomatosis with polyangiitis	
Atypical pneumonia	
Infected dermal cyst	
Infection reactivation	
Counterfeit drug administered	
Atypical fracture	
Atypical femur fracture	
Traumatic lung injury	
Post-traumatic neck syndrome	
Foreign body	
Wound haematoma	
Spinal column injury	
Procedural haemorrhage	
Peripheral pulse decreased	
Hepatitis B core antibody positive	
Hepatitis B virus test positive	
Polyomavirus test positive	
Simplex virus test positive	
N-terminal prohormone brain natriuretic peptide increased	
Antibiotic resistant Staphylococcus test positive	
Bacillus test positive	
Clostridium test positive	
Enterococcus test positive	
Escherichia test positive	
Helicobacter test positive	
Proteus test positive	
Pseudomonas test positive	
Aspergillus test positive	
Candida test positive	
Tumour rupture	
Renal cyst haemorrhage	Renal
Prerenal failure	Renal
Medical induction of coma	
Sperm concentration zero	
Penile curvature	
Penile erythema	
Vertebral artery dissection	
Basal ganglia stroke	
Sputum increased	
Respiratory tract oedema	
Nasal obstruction	
Cerebral small vessel ischaemic disease	
Osmotic demyelination syndrome	
Hypoxic-ischaemic encephalopathy	
Posterior reversible encephalopathy syndrome	
Palmoplantar keratoderma	
Transient global amnesia	
Macule	
Papule	
Hyporesponsive to stimuli	
Rapid correction of hyponatraemia	
Acute phosphate nephropathy	Renal
Decreased vibratory sense	
Coma scale abnormal	
Exposed bone in jaw	
Osteonecrosis of jaw	
Seizure like phenomena	
White matter lesion	
Substance use	
Orthopaedic procedure	
Vertebral foraminal stenosis	
Limb asymmetry	
Facial asymmetry	
Foetal growth restriction	
Low birth weight baby	
Rheumatic disorder	
Haemangioma of bone	
Grief reaction	
Walking distance test abnormal	
Meniscal degeneration	
Osteochondritis	
Inflammatory marker increased	
Peripheral artery stenosis	
Embolism arterial	
Peripheral artery thrombosis	
Anaplastic large-cell lymphoma	
Plasma cell myeloma	
Adrenal gland cancer	
Medullary thyroid cancer	
Papillary thyroid cancer	
Eye ulcer	
Large intestine benign neoplasm	
Large intestine polyp	
Adenocarcinoma gastric	
Adenocarcinoma of colon	
Lip squamous cell carcinoma	
Squamous cell carcinoma of the oral cavity	
Squamous cell carcinoma of the tongue	
Ductal adenocarcinoma of pancreas	
Hepatocellular carcinoma	Hepatic
Drug reaction with eosinophilia and systemic symptoms	
